"Exon ID"	"Gene Symbol"	"Chr"	"Strand"	"Exon Start"	"Exon End"	"Upstream Exon Start"	"Upstream Exon End"	"Downstream Exon Start"	"Downstream Exon End"	"P-value"	"FDR"
"3933|ENSG00000237765.6_3|FAM200B|chr4|+|15688554|15688768|15688623|15688768|15687858|15688085"	"ENSG00000237765.6_3"	"FAM200B"	"chr4"	"+"	"15688554"	"15688768"	"15688623"	"15688768"	"15687858"	"15688085"	"7.0367449570888e-58"	"4.86574921180515e-57"
"12374|ENSG00000172663.8_3|TMEM134|chr11|-|67232526|67232738|67232526|67232571|67234782|67234859"	"ENSG00000172663.8_3"	"TMEM134"	"chr11"	"-"	"67232526"	"67232738"	"67232526"	"67232571"	"67234782"	"67234859"	"7.41517975033106e-58"	"5.11290297799031e-57"
"4116|ENSG00000148248.13_2|SURF4|chr9|-|136234134|136234419|136234134|136234321|136242792|136243037"	"ENSG00000148248.13_2"	"SURF4"	"chr9"	"-"	"136234134"	"136234419"	"136234134"	"136234321"	"136242792"	"136243037"	"1.26835538127024e-57"	"8.72083897743436e-57"
"11828|ENSG00000197530.12_3|MIB2|chr1|+|1560925|1562134|1562029|1562134|1560665|1560808"	"ENSG00000197530.12_3"	"MIB2"	"chr1"	"+"	"1560925"	"1562134"	"1562029"	"1562134"	"1560665"	"1560808"	"3.32075149325222e-57"	"2.27681947452842e-56"
"10626|ENSG00000109685.17_3|NSD2|chr4|+|1954478|1955251|1955050|1955251|1953831|1953958"	"ENSG00000109685.17_3"	"NSD2"	"chr4"	"+"	"1954478"	"1955251"	"1955050"	"1955251"	"1953831"	"1953958"	"3.3571355713106e-57"	"2.29529999454214e-56"
"8345|ENSG00000142046.14_3|TMEM91|chr19|+|41889465|41889988|41889778|41889988|41888676|41888826"	"ENSG00000142046.14_3"	"TMEM91"	"chr19"	"+"	"41889465"	"41889988"	"41889778"	"41889988"	"41888676"	"41888826"	"4.04000291857777e-57"	"2.75444456689588e-56"
"3275|ENSG00000152076.18_2|CCDC74B|chr2|-|130899705|130899926|130899705|130899756|130900841|130900886"	"ENSG00000152076.18_2"	"CCDC74B"	"chr2"	"-"	"130899705"	"130899926"	"130899705"	"130899756"	"130900841"	"130900886"	"4.22560537651734e-57"	"2.87293952135285e-56"
"7430|ENSG00000008838.19_3|MED24|chr17|-|38176525|38176735|38176525|38176606|38178207|38178307"	"ENSG00000008838.19_3"	"MED24"	"chr17"	"-"	"38176525"	"38176735"	"38176525"	"38176606"	"38178207"	"38178307"	"5.75747123645924e-57"	"3.90353342327069e-56"
"13080|ENSG00000113282.13_2|CLINT1|chr5|-|157216370|157216575|157216370|157216521|157218710|157219003"	"ENSG00000113282.13_2"	"CLINT1"	"chr5"	"-"	"157216370"	"157216575"	"157216370"	"157216521"	"157218710"	"157219003"	"8.12498980746903e-57"	"5.49339588649434e-56"
"3668|ENSG00000166012.16_3|TAF1D|chr11|-|93466515|93466671|93466515|93466585|93467790|93467826"	"ENSG00000166012.16_3"	"TAF1D"	"chr11"	"-"	"93466515"	"93466671"	"93466515"	"93466585"	"93467790"	"93467826"	"1.41267230589859e-56"	"9.52477671068468e-56"
"2918|ENSG00000158806.13_3|NPM2|chr8|+|21893868|21894037|21894003|21894037|21892020|21892055"	"ENSG00000158806.13_3"	"NPM2"	"chr8"	"+"	"21893868"	"21894037"	"21894003"	"21894037"	"21892020"	"21892055"	"1.75760959928377e-56"	"1.18177396813721e-55"
"1099|ENSG00000215788.9_3|TNFRSF25|chr1|-|6522922|6523187|6522922|6523030|6524434|6524513"	"ENSG00000215788.9_3"	"TNFRSF25"	"chr1"	"-"	"6522922"	"6523187"	"6522922"	"6523030"	"6524434"	"6524513"	"2.66801773501492e-56"	"1.78896836557199e-55"
"7591|ENSG00000100711.13_2|ZFYVE21|chr14|+|104193895|104194251|104194082|104194251|104193128|104193179"	"ENSG00000100711.13_2"	"ZFYVE21"	"chr14"	"+"	"104193895"	"104194251"	"104194082"	"104194251"	"104193128"	"104193179"	"2.88441725253439e-56"	"1.92875593205184e-55"
"9813|ENSG00000128973.12_3|CLN6|chr15|-|68503893|68504201|68503893|68504079|68506627|68506726"	"ENSG00000128973.12_3"	"CLN6"	"chr15"	"-"	"68503893"	"68504201"	"68503893"	"68504079"	"68506627"	"68506726"	"3.91981821460864e-56"	"2.61392809160478e-55"
"9984|ENSG00000157800.17_2|SLC37A3|chr7|-|140051072|140051769|140051072|140051251|140051861|140051946"	"ENSG00000157800.17_2"	"SLC37A3"	"chr7"	"-"	"140051072"	"140051769"	"140051072"	"140051251"	"140051861"	"140051946"	"4.29074992457264e-56"	"2.8534659334453e-55"
"13039|ENSG00000095906.16_3|NUBP2|chr16|+|1836738|1836956|1836757|1836956|1836537|1836656"	"ENSG00000095906.16_3"	"NUBP2"	"chr16"	"+"	"1836738"	"1836956"	"1836757"	"1836956"	"1836537"	"1836656"	"6.04875806148265e-56"	"4.01162864350103e-55"
"2888|ENSG00000138640.14_3|FAM13A|chr4|-|89679904|89680315|89679904|89680052|89688703|89688746"	"ENSG00000138640.14_3"	"FAM13A"	"chr4"	"-"	"89679904"	"89680315"	"89679904"	"89680052"	"89688703"	"89688746"	"8.58873647618703e-56"	"5.68070233234762e-55"
"12684|ENSG00000085415.15_2|SEH1L|chr18|+|12985238|12987535|12986860|12987535|12984038|12984189"	"ENSG00000085415.15_2"	"SEH1L"	"chr18"	"+"	"12985238"	"12987535"	"12986860"	"12987535"	"12984038"	"12984189"	"9.32067098034415e-56"	"6.14810654909422e-55"
"1913|ENSG00000090372.14_2|STRN4|chr19|-|47230708|47230948|47230708|47230803|47231150|47231264"	"ENSG00000090372.14_2"	"STRN4"	"chr19"	"-"	"47230708"	"47230948"	"47230708"	"47230803"	"47231150"	"47231264"	"1.50423874096097e-55"	"9.89545160945676e-55"
"11441|ENSG00000110074.10_2|FOXRED1|chr11|+|126143210|126143349|126143230|126143349|126142863|126142974"	"ENSG00000110074.10_2"	"FOXRED1"	"chr11"	"+"	"126143210"	"126143349"	"126143230"	"126143349"	"126142863"	"126142974"	"1.99343307332977e-55"	"1.30782105134357e-54"
"1231|ENSG00000177963.14_3|RIC8A|chr11|+|209174|209318|209270|209318|208799|208938"	"ENSG00000177963.14_3"	"RIC8A"	"chr11"	"+"	"209174"	"209318"	"209270"	"209318"	"208799"	"208938"	"3.67304403728282e-55"	"2.40327666310387e-54"
"3658|ENSG00000175467.14_2|SART1|chr11|+|65731476|65731602|65731544|65731602|65729199|65729564"	"ENSG00000175467.14_2"	"SART1"	"chr11"	"+"	"65731476"	"65731602"	"65731544"	"65731602"	"65729199"	"65729564"	"4.58076988284175e-55"	"2.98916726403132e-54"
"8348|ENSG00000142046.14_3|TMEM91|chr19|+|41889619|41889988|41889778|41889988|41888676|41888826"	"ENSG00000142046.14_3"	"TMEM91"	"chr19"	"+"	"41889619"	"41889988"	"41889778"	"41889988"	"41888676"	"41888826"	"7.21636184172706e-55"	"4.69642372266408e-54"
"5560|ENSG00000161265.14_3|U2AF1L4|chr19|-|36235223|36235882|36235223|36235322|36236025|36236113"	"ENSG00000161265.14_3"	"U2AF1L4"	"chr19"	"-"	"36235223"	"36235882"	"36235223"	"36235322"	"36236025"	"36236113"	"7.59313995161314e-55"	"4.92845403792704e-54"
"997|ENSG00000204681.10_3|GABBR1|chr6|-|29596863|29597024|29596863|29596884|29599172|29599376"	"ENSG00000204681.10_3"	"GABBR1"	"chr6"	"-"	"29596863"	"29597024"	"29596863"	"29596884"	"29599172"	"29599376"	"1.03832057181483e-54"	"6.72146880797153e-54"
"4976|ENSG00000066926.10_2|FECH|chr18|-|55238623|55238835|55238623|55238772|55240477|55240597"	"ENSG00000066926.10_2"	"FECH"	"chr18"	"-"	"55238623"	"55238835"	"55238623"	"55238772"	"55240477"	"55240597"	"1.49204514719891e-54"	"9.63299174610649e-54"
"7587|ENSG00000121064.12_3|SCPEP1|chr17|+|55075734|55075859|55075745|55075859|55074322|55074416"	"ENSG00000121064.12_3"	"SCPEP1"	"chr17"	"+"	"55075734"	"55075859"	"55075745"	"55075859"	"55074322"	"55074416"	"1.82885282575751e-54"	"1.17750538718052e-53"
"10034|ENSG00000104980.7_3|TIMM44|chr19|-|7998973|7999126|7998973|7999123|7999949|8000030"	"ENSG00000104980.7_3"	"TIMM44"	"chr19"	"-"	"7998973"	"7999126"	"7998973"	"7999123"	"7999949"	"8000030"	"1.83350263657115e-54"	"1.17750538718052e-53"
"1612|ENSG00000168488.18_3|ATXN2L|chr16|+|28843507|28843720|28843525|28843720|28842282|28842393"	"ENSG00000168488.18_3"	"ATXN2L"	"chr16"	"+"	"28843507"	"28843720"	"28843525"	"28843720"	"28842282"	"28842393"	"2.07139597875204e-54"	"1.32678363481118e-53"
"4704|ENSG00000127054.20_3|INTS11|chr1|-|1249111|1249485|1249111|1249301|1249680|1249745"	"ENSG00000127054.20_3"	"INTS11"	"chr1"	"-"	"1249111"	"1249485"	"1249111"	"1249301"	"1249680"	"1249745"	"3.91264818231725e-54"	"2.49957629285044e-53"
"3121|ENSG00000166311.9_3|SMPD1|chr11|+|6415407|6416008|6415427|6416008|6415125|6415271"	"ENSG00000166311.9_3"	"SMPD1"	"chr11"	"+"	"6415407"	"6416008"	"6415427"	"6416008"	"6415125"	"6415271"	"5.07455995478446e-54"	"3.23337144762968e-53"
"10559|ENSG00000013306.15_3|SLC25A39|chr17|-|42399786|42399920|42399786|42399896|42400175|42400220"	"ENSG00000013306.15_3"	"SLC25A39"	"chr17"	"-"	"42399786"	"42399920"	"42399786"	"42399896"	"42400175"	"42400220"	"1.08162491520162e-53"	"6.87382517911421e-53"
"11949|ENSG00000168066.20_3|SF1|chr11|-|64532077|64533627|64532077|64532990|64534371|64534551"	"ENSG00000168066.20_3"	"SF1"	"chr11"	"-"	"64532077"	"64533627"	"64532077"	"64532990"	"64534371"	"64534551"	"1.15848598173309e-53"	"7.34311166546443e-53"
"11918|ENSG00000168118.11_3|RAB4A|chr1|+|229433228|229433383|229433266|229433383|229431594|229431657"	"ENSG00000168118.11_3"	"RAB4A"	"chr1"	"+"	"229433228"	"229433383"	"229433266"	"229433383"	"229431594"	"229431657"	"1.78153308967254e-53"	"1.126299101367e-52"
"9248|ENSG00000213930.11_3|GALT|chr9|+|34647488|34647564|34647537|34647564|34647085|34647255"	"ENSG00000213930.11_3"	"GALT"	"chr9"	"+"	"34647488"	"34647564"	"34647537"	"34647564"	"34647085"	"34647255"	"1.90581487705e-53"	"1.20174958827453e-52"
"1113|ENSG00000100425.18_2|BRD1|chr22|-|50181037|50181535|50181037|50181142|50187681|50187942"	"ENSG00000100425.18_2"	"BRD1"	"chr22"	"-"	"50181037"	"50181535"	"50181037"	"50181142"	"50187681"	"50187942"	"2.09334441475116e-53"	"1.31658922622851e-52"
"11046|ENSG00000076864.19_3|RAP1GAP|chr1|-|21924453|21924588|21924453|21924557|21924892|21924995"	"ENSG00000076864.19_3"	"RAP1GAP"	"chr1"	"-"	"21924453"	"21924588"	"21924453"	"21924557"	"21924892"	"21924995"	"7.27113826604714e-53"	"4.56132745864916e-52"
"12867|ENSG00000089053.12_2|ANAPC5|chr12|-|121766118|121766300|121766118|121766261|121768385|121768475"	"ENSG00000089053.12_2"	"ANAPC5"	"chr12"	"-"	"121766118"	"121766300"	"121766118"	"121766261"	"121768385"	"121768475"	"8.74830749317885e-53"	"5.47387671938234e-52"
"8350|ENSG00000142046.14_3|TMEM91|chr19|+|41889767|41889988|41889778|41889988|41888676|41888826"	"ENSG00000142046.14_3"	"TMEM91"	"chr19"	"+"	"41889767"	"41889988"	"41889778"	"41889988"	"41888676"	"41888826"	"1.0588957858733e-52"	"6.60859575080926e-52"
"9460|ENSG00000130175.9_3|PRKCSH|chr19|+|11558507|11558604|11558537|11558604|11558253|11558433"	"ENSG00000130175.9_3"	"PRKCSH"	"chr19"	"+"	"11558507"	"11558604"	"11558537"	"11558604"	"11558253"	"11558433"	"1.44606182340916e-52"	"9.00182730991789e-52"
"128|ENSG00000196998.17_3|WDR45|chrX|-|48934303|48934484|48934303|48934412|48935301|48935406"	"ENSG00000196998.17_3"	"WDR45"	"chrX"	"-"	"48934303"	"48934484"	"48934303"	"48934412"	"48935301"	"48935406"	"1.61000533319947e-52"	"9.99681882910079e-52"
"3360|ENSG00000136153.19_3|LMO7|chr13|+|76409287|76409475|76409368|76409475|76408361|76408523"	"ENSG00000136153.19_3"	"LMO7"	"chr13"	"+"	"76409287"	"76409475"	"76409368"	"76409475"	"76408361"	"76408523"	"2.17961453501481e-52"	"1.34991902753843e-51"
"12625|ENSG00000109381.19_3|ELF2|chr4|-|139993019|139993193|139993019|139993157|139994607|139994721"	"ENSG00000109381.19_3"	"ELF2"	"chr4"	"-"	"139993019"	"139993193"	"139993019"	"139993157"	"139994607"	"139994721"	"2.28913350071e-52"	"1.41414998495638e-51"
"5657|ENSG00000242802.6_2|AP5Z1|chr7|+|4829844|4830222|4830089|4830222|4829462|4829560"	"ENSG00000242802.6_2"	"AP5Z1"	"chr7"	"+"	"4829844"	"4830222"	"4830089"	"4830222"	"4829462"	"4829560"	"4.1779398534212e-52"	"2.57445711474106e-51"
"11602|ENSG00000196547.14_3|MAN2A2|chr15|+|91455746|91455894|91455771|91455894|91455272|91455509"	"ENSG00000196547.14_3"	"MAN2A2"	"chr15"	"+"	"91455746"	"91455894"	"91455771"	"91455894"	"91455272"	"91455509"	"7.37727445370657e-52"	"4.53441566169742e-51"
"3276|ENSG00000152076.18_2|CCDC74B|chr2|-|130899705|130899954|130899705|130899756|130900841|130900886"	"ENSG00000152076.18_2"	"CCDC74B"	"chr2"	"-"	"130899705"	"130899954"	"130899705"	"130899756"	"130900841"	"130900886"	"1.06060927407743e-51"	"6.50257675844953e-51"
"1578|ENSG00000076944.15_3|STXBP2|chr19|+|7711057|7711230|7711134|7711230|7710082|7710192"	"ENSG00000076944.15_3"	"STXBP2"	"chr19"	"+"	"7711057"	"7711230"	"7711134"	"7711230"	"7710082"	"7710192"	"1.13113519830194e-51"	"6.91754540871086e-51"
"9366|ENSG00000103034.14_3|NDRG4|chr16|+|58537609|58537807|58537701|58537807|58534891|58534981"	"ENSG00000103034.14_3"	"NDRG4"	"chr16"	"+"	"58537609"	"58537807"	"58537701"	"58537807"	"58534891"	"58534981"	"1.28275023790363e-51"	"7.82509794249984e-51"
"12304|ENSG00000187239.16_2|FNBP1|chr9|-|132686122|132686305|132686122|132686275|132687238|132687436"	"ENSG00000187239.16_2"	"FNBP1"	"chr9"	"-"	"132686122"	"132686305"	"132686122"	"132686275"	"132687238"	"132687436"	"2.04082442274076e-51"	"1.24184166123775e-50"
"11248|ENSG00000214021.15_3|TTLL3|chr3|+|9860238|9860604|9860505|9860604|9859328|9859443"	"ENSG00000214021.15_3"	"TTLL3"	"chr3"	"+"	"9860238"	"9860604"	"9860505"	"9860604"	"9859328"	"9859443"	"2.37155877333704e-51"	"1.439494776634e-50"
"9468|ENSG00000138758.11_3|SEPT11|chr4|+|77957922|77957990|77957925|77957990|77951935|77952123"	"ENSG00000138758.11_3"	"SEPT11"	"chr4"	"+"	"77957922"	"77957990"	"77957925"	"77957990"	"77951935"	"77952123"	"1.13940384630996e-50"	"6.89877851223493e-50"
"2260|ENSG00000048740.18_3|CELF2|chr10|+|11363151|11363349|11363169|11363349|11356101|11356221"	"ENSG00000048740.18_3"	"CELF2"	"chr10"	"+"	"11363151"	"11363349"	"11363169"	"11363349"	"11356101"	"11356221"	"1.22700813161707e-50"	"7.41076375274429e-50"
"13091|ENSG00000128596.16_2|CCDC136|chr7|+|128446290|128446912|128446741|128446912|128445814|128445955"	"ENSG00000128596.16_2"	"CCDC136"	"chr7"	"+"	"128446290"	"128446912"	"128446741"	"128446912"	"128445814"	"128445955"	"1.4981204528534e-50"	"9.02580490654746e-50"
"4419|ENSG00000175061.17_2|LRRC75A-AS1|chr17|+|16343424|16343567|16343498|16343567|16342841|16343017"	"ENSG00000175061.17_2"	"LRRC75A-AS1"	"chr17"	"+"	"16343424"	"16343567"	"16343498"	"16343567"	"16342841"	"16343017"	"1.92280819800968e-50"	"1.155583988631e-49"
"12220|ENSG00000132781.17_3|MUTYH|chr1|-|45798434|45798842|45798434|45798506|45798956|45798996"	"ENSG00000132781.17_3"	"MUTYH"	"chr1"	"-"	"45798434"	"45798842"	"45798434"	"45798506"	"45798956"	"45798996"	"3.18335371862438e-50"	"1.90844407663343e-49"
"2172|ENSG00000140416.19_3|TPM1|chr15|+|63335667|63336030|63335904|63336030|63334949|63335142"	"ENSG00000140416.19_3"	"TPM1"	"chr15"	"+"	"63335667"	"63336030"	"63335904"	"63336030"	"63334949"	"63335142"	"3.19779781366362e-50"	"1.91239309053004e-49"
"10695|ENSG00000099814.15_2|CEP170B|chr14|+|105355851|105356095|105355956|105356095|105352611|105354315"	"ENSG00000099814.15_2"	"CEP170B"	"chr14"	"+"	"105355851"	"105356095"	"105355956"	"105356095"	"105352611"	"105354315"	"3.73925526385404e-50"	"2.23072238044626e-49"
"12740|ENSG00000100911.15_3|PSME2|chr14|-|24614918|24615105|24614918|24614981|24615416|24615449"	"ENSG00000100911.15_3"	"PSME2"	"chr14"	"-"	"24614918"	"24615105"	"24614918"	"24614981"	"24615416"	"24615449"	"3.8889036361708e-50"	"2.31432553800482e-49"
"6947|ENSG00000197070.13_3|ARRDC1|chr9|+|140507874|140507962|140507911|140507962|140507347|140507458"	"ENSG00000197070.13_3"	"ARRDC1"	"chr9"	"+"	"140507874"	"140507962"	"140507911"	"140507962"	"140507347"	"140507458"	"5.36282306970031e-50"	"3.18368569552453e-49"
"647|ENSG00000141959.16_1|PFKL|chr21|+|45745614|45745943|45745843|45745943|45745035|45745147"	"ENSG00000141959.16_1"	"PFKL"	"chr21"	"+"	"45745614"	"45745943"	"45745843"	"45745943"	"45745035"	"45745147"	"6.73781419559305e-50"	"3.99022865013953e-49"
"127|ENSG00000196998.17_3|WDR45|chrX|-|48934303|48934463|48934303|48934412|48935301|48935406"	"ENSG00000196998.17_3"	"WDR45"	"chrX"	"-"	"48934303"	"48934463"	"48934303"	"48934412"	"48935301"	"48935406"	"7.25656558258852e-50"	"4.28700986117001e-49"
"9357|ENSG00000122515.14_3|ZMIZ2|chr7|+|44796573|44796748|44796641|44796748|44796023|44796138"	"ENSG00000122515.14_3"	"ZMIZ2"	"chr7"	"+"	"44796573"	"44796748"	"44796641"	"44796748"	"44796023"	"44796138"	"7.28051099954703e-50"	"4.29074183363135e-49"
"9313|ENSG00000126351.12_2|THRA|chr17|+|38249272|38250120|38249389|38250120|38245458|38245586"	"ENSG00000126351.12_2"	"THRA"	"chr17"	"+"	"38249272"	"38250120"	"38249389"	"38250120"	"38245458"	"38245586"	"7.50175273636401e-50"	"4.4104507633599e-49"
"7988|ENSG00000136877.14_3|FPGS|chr9|+|130569251|130569366|130569270|130569366|130566914|130566979"	"ENSG00000136877.14_3"	"FPGS"	"chr9"	"+"	"130569251"	"130569366"	"130569270"	"130569366"	"130566914"	"130566979"	"1.38040830750753e-49"	"8.09617788065862e-49"
"5895|ENSG00000004975.11_2|DVL2|chr17|-|7132696|7132794|7132696|7132766|7132906|7132997"	"ENSG00000004975.11_2"	"DVL2"	"chr17"	"-"	"7132696"	"7132794"	"7132696"	"7132766"	"7132906"	"7132997"	"1.73389429292787e-49"	"1.01449488196789e-48"
"7791|ENSG00000167118.10_2|URM1|chr9|+|131140273|131140385|131140314|131140385|131133639|131133694"	"ENSG00000167118.10_2"	"URM1"	"chr9"	"+"	"131140273"	"131140385"	"131140314"	"131140385"	"131133639"	"131133694"	"3.10684673963448e-49"	"1.81344483555643e-48"
"9265|ENSG00000213930.11_3|GALT|chr9|+|34648088|34648168|34648111|34648168|34647828|34647958"	"ENSG00000213930.11_3"	"GALT"	"chr9"	"+"	"34648088"	"34648168"	"34648111"	"34648168"	"34647828"	"34647958"	"5.01375768875847e-49"	"2.91949430967419e-48"
"4214|ENSG00000204256.12_3|BRD2|chr6|+|32945036|32945347|32945218|32945347|32944338|32944713"	"ENSG00000204256.12_3"	"BRD2"	"chr6"	"+"	"32945036"	"32945347"	"32945218"	"32945347"	"32944338"	"32944713"	"5.58724433248218e-49"	"3.24566890340373e-48"
"3609|ENSG00000160781.15_2|PAQR6|chr1|-|156214932|156215068|156214932|156215029|156215572|156215778"	"ENSG00000160781.15_2"	"PAQR6"	"chr1"	"-"	"156214932"	"156215068"	"156214932"	"156215029"	"156215572"	"156215778"	"6.69320196941341e-49"	"3.87886990322672e-48"
"423|ENSG00000100150.16_3|DEPDC5|chr22|+|32232957|32233141|32232984|32233141|32229900|32229966"	"ENSG00000100150.16_3"	"DEPDC5"	"chr22"	"+"	"32232957"	"32233141"	"32232984"	"32233141"	"32229900"	"32229966"	"7.94491864212908e-49"	"4.5933330106751e-48"
"8750|ENSG00000149182.14_3|ARFGAP2|chr11|-|47195309|47195466|47195309|47195391|47196565|47196649"	"ENSG00000149182.14_3"	"ARFGAP2"	"chr11"	"-"	"47195309"	"47195466"	"47195309"	"47195391"	"47196565"	"47196649"	"1.35078694904009e-48"	"7.79103183403692e-48"
"5203|ENSG00000117266.15_3|CDK18|chr1|+|205499313|205499477|205499386|205499477|205498648|205498691"	"ENSG00000117266.15_3"	"CDK18"	"chr1"	"+"	"205499313"	"205499477"	"205499386"	"205499477"	"205498648"	"205498691"	"1.39539572840827e-48"	"8.02929835211756e-48"
"5266|ENSG00000197586.12_3|ENTPD6|chr20|+|25205797|25205953|25205840|25205953|25204736|25204793"	"ENSG00000197586.12_3"	"ENTPD6"	"chr20"	"+"	"25205797"	"25205953"	"25205840"	"25205953"	"25204736"	"25204793"	"1.67757491405339e-48"	"9.63022957737253e-48"
"6946|ENSG00000197070.13_3|ARRDC1|chr9|+|140507864|140507962|140507911|140507962|140507347|140507458"	"ENSG00000197070.13_3"	"ARRDC1"	"chr9"	"+"	"140507864"	"140507962"	"140507911"	"140507962"	"140507347"	"140507458"	"1.91184228153546e-48"	"1.09492332076643e-47"
"11583|ENSG00000221978.11_2|CCNL2|chr1|-|1326145|1326955|1326145|1326245|1328775|1328840"	"ENSG00000221978.11_2"	"CCNL2"	"chr1"	"-"	"1326145"	"1326955"	"1326145"	"1326245"	"1328775"	"1328840"	"1.98191669471903e-48"	"1.13239090022209e-47"
"2645|ENSG00000011275.18_3|RNF216|chr7|-|5778906|5779252|5778906|5778983|5780603|5781275"	"ENSG00000011275.18_3"	"RNF216"	"chr7"	"-"	"5778906"	"5779252"	"5778906"	"5778983"	"5780603"	"5781275"	"2.99571985030625e-48"	"1.70763047204811e-47"
"1669|ENSG00000146826.16_3|C7orf43|chr7|-|99753293|99753542|99753293|99753448|99754008|99754172"	"ENSG00000146826.16_3"	"C7orf43"	"chr7"	"-"	"99753293"	"99753542"	"99753293"	"99753448"	"99754008"	"99754172"	"9.81239698721298e-48"	"5.58022763244775e-47"
"6238|ENSG00000159784.17_2|FAM131B|chr7|-|143056418|143056611|143056418|143056512|143057132|143057242"	"ENSG00000159784.17_2"	"FAM131B"	"chr7"	"-"	"143056418"	"143056611"	"143056418"	"143056512"	"143057132"	"143057242"	"1.02716553119728e-47"	"5.82778765252722e-47"
"6547|ENSG00000139220.16_3|PPFIA2|chr12|-|81675035|81675229|81675035|81675211|81676788|81676818"	"ENSG00000139220.16_3"	"PPFIA2"	"chr12"	"-"	"81675035"	"81675229"	"81675035"	"81675211"	"81676788"	"81676818"	"1.7670699847884e-47"	"1.00024380069185e-46"
"1148|ENSG00000141580.15_3|WDR45B|chr17|-|80576918|80577004|80576918|80576970|80579484|80579675"	"ENSG00000141580.15_3"	"WDR45B"	"chr17"	"-"	"80576918"	"80577004"	"80576918"	"80576970"	"80579484"	"80579675"	"1.90934079258643e-47"	"1.07826809493164e-46"
"2153|ENSG00000183048.11_3|SLC25A10|chr17|+|79684723|79684891|79684813|79684891|79684428|79684521"	"ENSG00000183048.11_3"	"SLC25A10"	"chr17"	"+"	"79684723"	"79684891"	"79684813"	"79684891"	"79684428"	"79684521"	"2.53146695614217e-47"	"1.42629411371529e-46"
"4279|ENSG00000100416.12_2|TRMU|chr22|+|46746187|46746360|46746242|46746360|46742318|46742441"	"ENSG00000100416.12_2"	"TRMU"	"chr22"	"+"	"46746187"	"46746360"	"46746242"	"46746360"	"46742318"	"46742441"	"2.78789536013963e-47"	"1.56714487449881e-46"
"11044|ENSG00000076864.19_3|RAP1GAP|chr1|-|21924453|21924557|21924453|21924533|21924892|21924995"	"ENSG00000076864.19_3"	"RAP1GAP"	"chr1"	"-"	"21924453"	"21924557"	"21924453"	"21924533"	"21924892"	"21924995"	"3.10086952209585e-47"	"1.73905908220767e-46"
"4038|ENSG00000172725.13_3|CORO1B|chr11|-|67207805|67207955|67207805|67207910|67208595|67208715"	"ENSG00000172725.13_3"	"CORO1B"	"chr11"	"-"	"67207805"	"67207955"	"67207805"	"67207910"	"67208595"	"67208715"	"3.34488369527907e-47"	"1.87159699179523e-46"
"3629|ENSG00000133265.10_3|HSPBP1|chr19|-|55790766|55791073|55790766|55791070|55791402|55791476"	"ENSG00000133265.10_3"	"HSPBP1"	"chr19"	"-"	"55790766"	"55791073"	"55790766"	"55791070"	"55791402"	"55791476"	"4.80142102406106e-47"	"2.68042632398271e-46"
"11005|ENSG00000167965.17_3|MLST8|chr16|+|2257193|2257346|2257197|2257346|2257035|2257111"	"ENSG00000167965.17_3"	"MLST8"	"chr16"	"+"	"2257193"	"2257346"	"2257197"	"2257346"	"2257035"	"2257111"	"6.40981825811423e-47"	"3.57013675978262e-46"
"4642|ENSG00000172113.8_3|NME6|chr3|-|48337608|48337726|48337608|48337648|48338216|48338319"	"ENSG00000172113.8_3"	"NME6"	"chr3"	"-"	"48337608"	"48337726"	"48337608"	"48337648"	"48338216"	"48338319"	"8.05949724822379e-47"	"4.47872518314537e-46"
"1100|ENSG00000215788.9_3|TNFRSF25|chr1|-|6522922|6523207|6522922|6523030|6524434|6524513"	"ENSG00000215788.9_3"	"TNFRSF25"	"chr1"	"-"	"6522922"	"6523207"	"6522922"	"6523030"	"6524434"	"6524513"	"9.75086910023827e-47"	"5.40629052163552e-46"
"8682|ENSG00000175575.12_2|PAAF1|chr11|+|73611314|73611465|73611355|73611465|73610190|73610289"	"ENSG00000175575.12_2"	"PAAF1"	"chr11"	"+"	"73611314"	"73611465"	"73611355"	"73611465"	"73610190"	"73610289"	"1.00744274524184e-46"	"5.57299009526963e-46"
"7454|ENSG00000157353.16_2|FUK|chr16|+|70508430|70508597|70508528|70508597|70508031|70508242"	"ENSG00000157353.16_2"	"FUK"	"chr16"	"+"	"70508430"	"70508597"	"70508528"	"70508597"	"70508031"	"70508242"	"1.24871403880057e-46"	"6.89199539782446e-46"
"121|ENSG00000196998.17_3|WDR45|chrX|-|48933524|48933637|48933524|48933604|48934088|48934183"	"ENSG00000196998.17_3"	"WDR45"	"chrX"	"-"	"48933524"	"48933637"	"48933524"	"48933604"	"48934088"	"48934183"	"2.06945871637946e-46"	"1.1396069039972e-45"
"4617|ENSG00000114859.15_3|CLCN2|chr3|-|184072335|184072502|184072335|184072446|184072691|184072761"	"ENSG00000114859.15_3"	"CLCN2"	"chr3"	"-"	"184072335"	"184072502"	"184072335"	"184072446"	"184072691"	"184072761"	"2.12194784480248e-46"	"1.1658738271443e-45"
"8538|ENSG00000110075.14_3|PPP6R3|chr11|+|68376940|68377096|68377078|68377096|68370809|68370960"	"ENSG00000110075.14_3"	"PPP6R3"	"chr11"	"+"	"68376940"	"68377096"	"68377078"	"68377096"	"68370809"	"68370960"	"2.23353918883385e-46"	"1.22442215892378e-45"
