"Exon ID"	"Gene Symbol"	"Chr"	"Strand"	"Exon Start"	"Exon End"	"Upstream Exon Start"	"Upstream Exon End"	"Downstream Exon Start"	"Downstream Exon End"	"P-value"	"FDR"
"319024|ENSG00000015479.18_3|MATR3|chr5|+|138650363|138650425|138629368|138629494|138651385|138651427"	"ENSG00000015479.18_3"	"MATR3"	"chr5"	"+"	"138650363"	"138650425"	"138629368"	"138629494"	"138651385"	"138651427"	"1.68225368024609e-99"	"1.11853089151026e-98"
"339528|ENSG00000169592.14_3|INO80E|chr16|+|30012734|30012851|30012249|30012361|30016541|30017114"	"ENSG00000169592.14_3"	"INO80E"	"chr16"	"+"	"30012734"	"30012851"	"30012249"	"30012361"	"30016541"	"30017114"	"1.81920024864163e-99"	"1.20883306241514e-98"
"34789|ENSG00000075043.18_3|KCNQ2|chr20|-|62062692|62062722|62059719|62059788|62065161|62065256"	"ENSG00000075043.18_3"	"KCNQ2"	"chr20"	"-"	"62062692"	"62062722"	"62059719"	"62059788"	"62065161"	"62065256"	"1.89527892897609e-99"	"1.25860210320859e-98"
"126183|ENSG00000160691.18_3|SHC1|chr1|-|154940679|154940733|154940455|154940507|154940970|154941070"	"ENSG00000160691.18_3"	"SHC1"	"chr1"	"-"	"154940679"	"154940733"	"154940455"	"154940507"	"154940970"	"154941070"	"1.98756916544224e-99"	"1.31906814868958e-98"
"83273|ENSG00000103168.16_3|TAF1C|chr16|-|84216677|84216755|84215807|84216046|84216849|84216939"	"ENSG00000103168.16_3"	"TAF1C"	"chr16"	"-"	"84216677"	"84216755"	"84215807"	"84216046"	"84216849"	"84216939"	"2.18530367461198e-99"	"1.44939450806821e-98"
"356220|ENSG00000137871.19_3|ZNF280D|chr15|-|56999279|56999348|56996318|56996465|56999460|56999504"	"ENSG00000137871.19_3"	"ZNF280D"	"chr15"	"-"	"56999279"	"56999348"	"56996318"	"56996465"	"56999460"	"56999504"	"2.48303620300098e-99"	"1.64584096364235e-98"
"362842|ENSG00000072134.15_3|EPN2|chr17|+|19188932|19189103|19186262|19187027|19213197|19213310"	"ENSG00000072134.15_3"	"EPN2"	"chr17"	"+"	"19188932"	"19189103"	"19186262"	"19187027"	"19213197"	"19213310"	"2.69128050812549e-99"	"1.78276438628313e-98"
"164955|ENSG00000088367.21_3|EPB41L1|chr20|+|34761685|34761876|34742671|34742818|34763472|34763637"	"ENSG00000088367.21_3"	"EPB41L1"	"chr20"	"+"	"34761685"	"34761876"	"34742671"	"34742818"	"34763472"	"34763637"	"2.86141858743207e-99"	"1.89429107603743e-98"
"93136|ENSG00000145819.15_3|ARHGAP26|chr5|+|142586762|142587038|142526795|142526946|142593561|142593653"	"ENSG00000145819.15_3"	"ARHGAP26"	"chr5"	"+"	"142586762"	"142587038"	"142526795"	"142526946"	"142593561"	"142593653"	"4.07343529143653e-99"	"2.69498681037038e-98"
"131297|ENSG00000175203.15_3|DCTN2|chr12|-|57932265|57932307|57929531|57929628|57939810|57939879"	"ENSG00000175203.15_3"	"DCTN2"	"chr12"	"-"	"57932265"	"57932307"	"57929531"	"57929628"	"57939810"	"57939879"	"4.73331116133639e-99"	"3.12961956203674e-98"
"253105|ENSG00000135297.15_2|MTO1|chr6|+|74190015|74190090|74189658|74189849|74190397|74190528"	"ENSG00000135297.15_2"	"MTO1"	"chr6"	"+"	"74190015"	"74190090"	"74189658"	"74189849"	"74190397"	"74190528"	"4.88814646971357e-99"	"3.22999269513601e-98"
"191359|ENSG00000174915.11_2|PTDSS2|chr11|+|473894|473977|458673|460288|479084|479090"	"ENSG00000174915.11_2"	"PTDSS2"	"chr11"	"+"	"473894"	"473977"	"458673"	"460288"	"479084"	"479090"	"5.27059706521672e-99"	"3.48055217959977e-98"
"283268|ENSG00000168036.16_3|CTNNB1|chr3|+|41265680|41265812|41265511|41265572|41266016|41266202"	"ENSG00000168036.16_3"	"CTNNB1"	"chr3"	"+"	"41265680"	"41265812"	"41265511"	"41265572"	"41266016"	"41266202"	"5.52269769750662e-99"	"3.64477542969728e-98"
"383069|ENSG00000171311.12_3|EXOSC1|chr10|-|99202993|99203068|99200520|99201016|99205488|99205604"	"ENSG00000171311.12_3"	"EXOSC1"	"chr10"	"-"	"99202993"	"99203068"	"99200520"	"99201016"	"99205488"	"99205604"	"5.7180527703838e-99"	"3.77136875671881e-98"
"297032|ENSG00000100003.17_3|SEC14L2|chr22|+|30811747|30812076|30806584|30806668|30812222|30812392"	"ENSG00000100003.17_3"	"SEC14L2"	"chr22"	"+"	"30811747"	"30812076"	"30806584"	"30806668"	"30812222"	"30812392"	"5.98020583935623e-99"	"3.94183530758555e-98"
"274865|ENSG00000143774.16_3|GUK1|chr1|+|228329326|228329530|228327965|228328064|228333211|228333325"	"ENSG00000143774.16_3"	"GUK1"	"chr1"	"+"	"228329326"	"228329530"	"228327965"	"228328064"	"228333211"	"228333325"	"6.44704730662609e-99"	"4.24692770383985e-98"
"176108|ENSG00000114388.12_2|NPRL2|chr3|-|50385554|50385672|50385189|50385332|50385957|50385994"	"ENSG00000114388.12_2"	"NPRL2"	"chr3"	"-"	"50385554"	"50385672"	"50385189"	"50385332"	"50385957"	"50385994"	"7.12092494281515e-99"	"4.68794225401997e-98"
"253827|ENSG00000087076.8_3|HSD17B14|chr19|-|49334924|49335016|49318293|49318398|49335922|49335989"	"ENSG00000087076.8_3"	"HSD17B14"	"chr19"	"-"	"49334924"	"49335016"	"49318293"	"49318398"	"49335922"	"49335989"	"7.70094253723966e-99"	"5.06665960269346e-98"
"95517|ENSG00000166946.13_3|CCNDBP1|chr15|+|43478017|43478431|43477315|43477805|43481396|43481478"	"ENSG00000166946.13_3"	"CCNDBP1"	"chr15"	"+"	"43478017"	"43478431"	"43477315"	"43477805"	"43481396"	"43481478"	"8.45930479828058e-99"	"5.56217544227265e-98"
"221902|ENSG00000087077.13_3|TRIP6|chr7|+|100465532|100465610|100465008|100465228|100465729|100465855"	"ENSG00000087077.13_3"	"TRIP6"	"chr7"	"+"	"100465532"	"100465610"	"100465008"	"100465228"	"100465729"	"100465855"	"1.2737731947508e-98"	"8.37017321134768e-98"
"361292|ENSG00000122203.14_2|KIAA1191|chr5|-|175786483|175786570|175782573|175782752|175786813|175786921"	"ENSG00000122203.14_2"	"KIAA1191"	"chr5"	"-"	"175786483"	"175786570"	"175782573"	"175782752"	"175786813"	"175786921"	"1.48332058108873e-98"	"9.74114162396016e-98"
"259075|ENSG00000183077.15_2|AFMID|chr17|+|76202026|76202131|76187050|76187141|76202991|76203133"	"ENSG00000183077.15_2"	"AFMID"	"chr17"	"+"	"76202026"	"76202131"	"76187050"	"76187141"	"76202991"	"76203133"	"1.48659182567272e-98"	"9.75661650510742e-98"
"9147|ENSG00000117054.13_3|ACADM|chr1|+|76199212|76199313|76198522|76198607|76200475|76200556"	"ENSG00000117054.13_3"	"ACADM"	"chr1"	"+"	"76199212"	"76199313"	"76198522"	"76198607"	"76200475"	"76200556"	"1.61651482937209e-98"	"1.06027863808446e-97"
"225892|ENSG00000111711.9_3|GOLT1B|chr12|+|21668171|21668204|21665228|21665310|21668602|21668801"	"ENSG00000111711.9_3"	"GOLT1B"	"chr12"	"+"	"21668171"	"21668204"	"21665228"	"21665310"	"21668602"	"21668801"	"2.03908798058608e-98"	"1.33662405119549e-97"
"348864|ENSG00000102858.12_3|MGRN1|chr16|+|4730032|4730098|4723498|4723658|4731550|4731581"	"ENSG00000102858.12_3"	"MGRN1"	"chr16"	"+"	"4730032"	"4730098"	"4723498"	"4723658"	"4731550"	"4731581"	"2.05839757440045e-98"	"1.34845271074821e-97"
"68253|ENSG00000144290.16_3|SLC4A10|chr2|+|162834231|162834270|162833269|162833386|162839688|162839869"	"ENSG00000144290.16_3"	"SLC4A10"	"chr2"	"+"	"162834231"	"162834270"	"162833269"	"162833386"	"162839688"	"162839869"	"2.10286885767398e-98"	"1.37674010847716e-97"
"330628|ENSG00000141542.10_2|RAB40B|chr17|-|80654264|80654729|80622371|80622432|80656330|80656563"	"ENSG00000141542.10_2"	"RAB40B"	"chr17"	"-"	"80654264"	"80654729"	"80622371"	"80622432"	"80656330"	"80656563"	"2.7674700880037e-98"	"1.81074039807113e-97"
"240938|ENSG00000161791.13_2|FMNL3|chr12|-|50040421|50040536|50038713|50039686|50040668|50040792"	"ENSG00000161791.13_2"	"FMNL3"	"chr12"	"-"	"50040421"	"50040536"	"50038713"	"50039686"	"50040668"	"50040792"	"3.06623091424577e-98"	"2.00498790315335e-97"
"150225|ENSG00000156414.18_3|TDRD9|chr14|+|104516201|104516274|104515761|104516017|104518317|104518618"	"ENSG00000156414.18_3"	"TDRD9"	"chr14"	"+"	"104516201"	"104516274"	"104515761"	"104516017"	"104518317"	"104518618"	"4.71831417302434e-98"	"3.08338361858484e-97"
"194833|ENSG00000100413.16_2|POLR3H|chr22|-|41928607|41928749|41928097|41928161|41936702|41936799"	"ENSG00000100413.16_2"	"POLR3H"	"chr22"	"-"	"41928607"	"41928749"	"41928097"	"41928161"	"41936702"	"41936799"	"5.01508472325959e-98"	"3.27531405839336e-97"
"66689|ENSG00000107829.13_2|FBXW4|chr10|-|103427642|103427737|103384501|103384567|103432671|103432804"	"ENSG00000107829.13_2"	"FBXW4"	"chr10"	"-"	"103427642"	"103427737"	"103384501"	"103384567"	"103432671"	"103432804"	"6.00216382497837e-98"	"3.91756898368386e-97"
"157169|ENSG00000142875.19_3|PRKACB|chr1|+|84640715|84640739|84630586|84630696|84644859|84644921"	"ENSG00000142875.19_3"	"PRKACB"	"chr1"	"+"	"84640715"	"84640739"	"84630586"	"84630696"	"84644859"	"84644921"	"6.6423483060181e-98"	"4.33276114273291e-97"
"224028|ENSG00000182307.12_2|C8orf33|chr8|+|146278447|146278532|146277852|146278283|146278682|146278823"	"ENSG00000182307.12_2"	"C8orf33"	"chr8"	"+"	"146278447"	"146278532"	"146277852"	"146278283"	"146278682"	"146278823"	"7.89437423211464e-98"	"5.14630202845371e-97"
"130706|ENSG00000007541.16_1|PIGQ|chr16|+|631198|631341|630857|630972|632247|632309"	"ENSG00000007541.16_1"	"PIGQ"	"chr16"	"+"	"631198"	"631341"	"630857"	"630972"	"632247"	"632309"	"9.62417719673945e-98"	"6.2701191083217e-97"
"204010|ENSG00000142002.16_2|DPP9|chr19|-|4683201|4683336|4682707|4682850|4683488|4683641"	"ENSG00000142002.16_2"	"DPP9"	"chr19"	"-"	"4683201"	"4683336"	"4682707"	"4682850"	"4683488"	"4683641"	"9.72962445470485e-98"	"6.33494779056332e-97"
"40190|ENSG00000196123.12_2|KIAA0895L|chr16|-|67215460|67215600|67213943|67214569|67217164|67217855"	"ENSG00000196123.12_2"	"KIAA0895L"	"chr16"	"-"	"67215460"	"67215600"	"67213943"	"67214569"	"67217164"	"67217855"	"1.05997318074844e-97"	"6.89726294855529e-97"
"322117|ENSG00000115561.15_3|CHMP3|chr2|-|86769374|86769435|86756340|86756520|86790426|86790497"	"ENSG00000115561.15_3"	"CHMP3"	"chr2"	"-"	"86769374"	"86769435"	"86756340"	"86756520"	"86790426"	"86790497"	"1.20133676573148e-97"	"7.81235158934526e-97"
"201726|ENSG00000196104.10_3|SPOCK3|chr4|-|168004388|168004397|167983642|167983688|168155135|168155324"	"ENSG00000196104.10_3"	"SPOCK3"	"chr4"	"-"	"168004388"	"168004397"	"167983642"	"167983688"	"168155135"	"168155324"	"1.38024217085529e-97"	"8.97031246323685e-97"
"342442|ENSG00000184634.15_3|MED12|chrX|+|70345512|70345563|70345200|70345345|70345885|70346004"	"ENSG00000184634.15_3"	"MED12"	"chrX"	"+"	"70345512"	"70345563"	"70345200"	"70345345"	"70345885"	"70346004"	"1.54184835377103e-97"	"1.0014502249067e-96"
"109688|ENSG00000160293.16_3|VAV2|chr9|-|136652367|136652382|136650897|136651007|136653475|136653608"	"ENSG00000160293.16_3"	"VAV2"	"chr9"	"-"	"136652367"	"136652382"	"136650897"	"136651007"	"136653475"	"136653608"	"2.05115895464572e-97"	"1.33144310720004e-96"
"162801|ENSG00000129197.14_2|RPAIN|chr17|+|5329290|5329619|5326088|5326149|5331390|5331531"	"ENSG00000129197.14_2"	"RPAIN"	"chr17"	"+"	"5329290"	"5329619"	"5326088"	"5326149"	"5331390"	"5331531"	"2.69855464241727e-97"	"1.75061345872142e-96"
"210569|ENSG00000146215.13_3|CRIP3|chr6|-|43273804|43273862|43273209|43273613|43273956|43274051"	"ENSG00000146215.13_3"	"CRIP3"	"chr6"	"-"	"43273804"	"43273862"	"43273209"	"43273613"	"43273956"	"43274051"	"2.78724226593754e-97"	"1.80704794931452e-96"
"71663|ENSG00000258315.5_3|C17orf49|chr17|+|6920228|6920333|6919813|6920004|6920575|6920694"	"ENSG00000258315.5_3"	"C17orf49"	"chr17"	"+"	"6920228"	"6920333"	"6919813"	"6920004"	"6920575"	"6920694"	"3.42510051952486e-97"	"2.2192404034467e-96"
"274106|ENSG00000137817.16_3|PARP6|chr15|-|72543185|72543295|72542360|72542433|72543547|72543596"	"ENSG00000137817.16_3"	"PARP6"	"chr15"	"-"	"72543185"	"72543295"	"72542360"	"72542433"	"72543547"	"72543596"	"4.20553585977066e-97"	"2.72325682722854e-96"
"54840|ENSG00000170873.18_3|MTSS1|chr8|-|125570953|125571073|125568472|125568646|125575022|125575233"	"ENSG00000170873.18_3"	"MTSS1"	"chr8"	"-"	"125570953"	"125571073"	"125568472"	"125568646"	"125575022"	"125575233"	"4.61706323207924e-97"	"2.98792350546876e-96"
"157167|ENSG00000142875.19_3|PRKACB|chr1|+|84639011|84639035|84630363|84630696|84644859|84644921"	"ENSG00000142875.19_3"	"PRKACB"	"chr1"	"+"	"84639011"	"84639035"	"84630363"	"84630696"	"84644859"	"84644921"	"6.22544586471396e-97"	"4.02634203439505e-96"
"274861|ENSG00000143774.16_3|GUK1|chr1|+|228328824|228328989|228327965|228328064|228333211|228333325"	"ENSG00000143774.16_3"	"GUK1"	"chr1"	"+"	"228328824"	"228328989"	"228327965"	"228328064"	"228333211"	"228333325"	"7.70078760778741e-97"	"4.9775090810335e-96"
"125024|ENSG00000099917.17_3|MED15|chr22|+|20929399|20929519|20922807|20922918|20937399|20937534"	"ENSG00000099917.17_3"	"MED15"	"chr22"	"+"	"20929399"	"20929519"	"20922807"	"20922918"	"20937399"	"20937534"	"8.32505725672405e-97"	"5.37775503591532e-96"
"268759|ENSG00000104907.12_2|TRMT1|chr19|-|13220728|13220815|13220582|13220652|13220971|13221120"	"ENSG00000104907.12_2"	"TRMT1"	"chr19"	"-"	"13220728"	"13220815"	"13220582"	"13220652"	"13220971"	"13221120"	"1.26114841011586e-96"	"8.14173595271528e-96"
"331219|ENSG00000074582.12_2|BCS1L|chr2|+|219525661|219526030|219524378|219524466|219526128|219526139"	"ENSG00000074582.12_2"	"BCS1L"	"chr2"	"+"	"219525661"	"219526030"	"219524378"	"219524466"	"219526128"	"219526139"	"1.4878918080831e-96"	"9.59973752765049e-96"
"153559|ENSG00000085871.8_2|MGST2|chr4|+|140599696|140599796|140586921|140587231|140616350|140616421"	"ENSG00000085871.8_2"	"MGST2"	"chr4"	"+"	"140599696"	"140599796"	"140586921"	"140587231"	"140616350"	"140616421"	"1.88562257149665e-96"	"1.2158503461313e-95"
"385428|ENSG00000117569.18_2|PTBP2|chr1|+|97271974|97272008|97270340|97270495|97272421|97272514"	"ENSG00000117569.18_2"	"PTBP2"	"chr1"	"+"	"97271974"	"97272008"	"97270340"	"97270495"	"97272421"	"97272514"	"2.23290202688777e-96"	"1.43890635146574e-95"
"81851|ENSG00000140939.14_2|NOL3|chr16|+|67207764|67207949|67204442|67204477|67208064|67208367"	"ENSG00000140939.14_2"	"NOL3"	"chr16"	"+"	"67207764"	"67207949"	"67204442"	"67204477"	"67208064"	"67208367"	"2.88996637649966e-96"	"1.86120117182179e-95"
"34218|ENSG00000127616.17_3|SMARCA4|chr19|+|11150133|11150229|11145589|11145808|11151982|11152236"	"ENSG00000127616.17_3"	"SMARCA4"	"chr19"	"+"	"11150133"	"11150229"	"11145589"	"11145808"	"11151982"	"11152236"	"3.7401906046391e-96"	"2.40731036804321e-95"
"18197|ENSG00000113108.19_3|APBB3|chr5|-|139941428|139941434|139941171|139941286|139941684|139941812"	"ENSG00000113108.19_3"	"APBB3"	"chr5"	"-"	"139941428"	"139941434"	"139941171"	"139941286"	"139941684"	"139941812"	"3.80405915726246e-96"	"2.44694155079639e-95"
"259614|ENSG00000006071.12_3|ABCC8|chr11|-|17416718|17417017|17415812|17415946|17417156|17417265"	"ENSG00000006071.12_3"	"ABCC8"	"chr11"	"-"	"17416718"	"17417017"	"17415812"	"17415946"	"17417156"	"17417265"	"4.03343669925789e-96"	"2.59292359238007e-95"
"252168|ENSG00000125814.17_2|NAPB|chr20|-|23375775|23375822|23375558|23375636|23377708|23377825"	"ENSG00000125814.17_2"	"NAPB"	"chr20"	"-"	"23375775"	"23375822"	"23375558"	"23375636"	"23377708"	"23377825"	"4.45647650137984e-96"	"2.86315192091663e-95"
"256786|ENSG00000136280.15_3|CCM2|chr7|+|45108041|45108178|45104061|45104245|45109424|45109560"	"ENSG00000136280.15_3"	"CCM2"	"chr7"	"+"	"45108041"	"45108178"	"45104061"	"45104245"	"45109424"	"45109560"	"5.69970945615233e-96"	"3.65968701684916e-95"
"270215|ENSG00000079819.18_3|EPB41L2|chr6|-|131190951|131191266|131184777|131184858|131206235|131206408"	"ENSG00000079819.18_3"	"EPB41L2"	"chr6"	"-"	"131190951"	"131191266"	"131184777"	"131184858"	"131206235"	"131206408"	"6.16853041974217e-96"	"3.95832592819195e-95"
"272609|ENSG00000180964.16_2|TCEAL8|chrX|-|102509532|102509605|102507922|102508945|102510005|102510120"	"ENSG00000180964.16_2"	"TCEAL8"	"chrX"	"-"	"102509532"	"102509605"	"102507922"	"102508945"	"102510005"	"102510120"	"6.35245077299423e-96"	"4.07389582044398e-95"
"248297|ENSG00000123933.16_3|MXD4|chr4|-|2256881|2257078|2254134|2254249|2259708|2259738"	"ENSG00000123933.16_3"	"MXD4"	"chr4"	"-"	"2256881"	"2257078"	"2254134"	"2254249"	"2259708"	"2259738"	"6.39440691054856e-96"	"4.09833832337743e-95"
"270206|ENSG00000079819.18_3|EPB41L2|chr6|-|131190702|131191266|131184777|131184858|131206235|131206408"	"ENSG00000079819.18_3"	"EPB41L2"	"chr6"	"-"	"131190702"	"131191266"	"131184777"	"131184858"	"131206235"	"131206408"	"6.64476112796498e-96"	"4.25623888466946e-95"
"359837|ENSG00000133943.20_3|C14orf159|chr14|+|91690022|91690139|91681748|91681900|91691027|91691166"	"ENSG00000133943.20_3"	"C14orf159"	"chr14"	"+"	"91690022"	"91690139"	"91681748"	"91681900"	"91691027"	"91691166"	"8.3184656223224e-96"	"5.32511619820338e-95"
"176293|ENSG00000115310.17_3|RTN4|chr2|-|55255299|55255356|55214626|55214834|55276880|55277680"	"ENSG00000115310.17_3"	"RTN4"	"chr2"	"-"	"55255299"	"55255356"	"55214626"	"55214834"	"55276880"	"55277680"	"1.22600073577144e-95"	"7.8436099862042e-95"
"183548|ENSG00000168958.19_3|MFF|chr2|+|228211941|228212100|228205007|228205096|228217229|228217289"	"ENSG00000168958.19_3"	"MFF"	"chr2"	"+"	"228211941"	"228212100"	"228205007"	"228205096"	"228217229"	"228217289"	"1.37053866644714e-95"	"8.76306647341652e-95"
"192642|ENSG00000183648.9_2|NDUFB1|chr14|-|92585192|92585310|92583841|92583986|92587985|92588068"	"ENSG00000183648.9_2"	"NDUFB1"	"chr14"	"-"	"92585192"	"92585310"	"92583841"	"92583986"	"92587985"	"92588068"	"1.45583846132876e-95"	"9.30288627326017e-95"
"209309|ENSG00000171163.15_2|ZNF692|chr1|-|249149756|249149834|249149578|249149657|249149923|249150142"	"ENSG00000171163.15_2"	"ZNF692"	"chr1"	"-"	"249149756"	"249149834"	"249149578"	"249149657"	"249149923"	"249150142"	"2.15207376463885e-95"	"1.37436327544152e-94"
"168420|ENSG00000138101.18_3|DTNB|chr2|-|25830104|25830190|25818954|25819109|25851039|25851253"	"ENSG00000138101.18_3"	"DTNB"	"chr2"	"-"	"25830104"	"25830190"	"25818954"	"25819109"	"25851039"	"25851253"	"2.31831070916125e-95"	"1.47963995889915e-94"
"270255|ENSG00000079819.18_3|EPB41L2|chr6|-|131199243|131199390|131184777|131184858|131206235|131206408"	"ENSG00000079819.18_3"	"EPB41L2"	"chr6"	"-"	"131199243"	"131199390"	"131184777"	"131184858"	"131206235"	"131206408"	"2.58601272502778e-95"	"1.64951110720223e-94"
"56400|ENSG00000131504.15_2|DIAPH1|chr5|-|140909169|140909264|140908738|140908840|140913901|140914000"	"ENSG00000131504.15_2"	"DIAPH1"	"chr5"	"-"	"140909169"	"140909264"	"140908738"	"140908840"	"140913901"	"140914000"	"2.72024109846834e-95"	"1.734092726549e-94"
"118821|ENSG00000147677.10_3|EIF3H|chr8|-|117738254|117738411|117670487|117671219|117767904|117768036"	"ENSG00000147677.10_3"	"EIF3H"	"chr8"	"-"	"117738254"	"117738411"	"117670487"	"117671219"	"117767904"	"117768036"	"4.71787655254355e-95"	"3.00574393266887e-94"
"273811|ENSG00000171735.18_3|CAMTA1|chr1|+|7809830|7809851|7807769|7807841|7811258|7811452"	"ENSG00000171735.18_3"	"CAMTA1"	"chr1"	"+"	"7809830"	"7809851"	"7807769"	"7807841"	"7811258"	"7811452"	"6.76160734881687e-95"	"4.30522641045564e-94"
"30534|ENSG00000213204.8_3|RP3-382I10.7|chr6|+|88210225|88210385|88187079|88187257|88210875|88211028"	"ENSG00000213204.8_3"	"RP3-382I10.7"	"chr6"	"+"	"88210225"	"88210385"	"88187079"	"88187257"	"88210875"	"88211028"	"7.79294953255193e-95"	"4.95893835111374e-94"
"183554|ENSG00000168958.19_3|MFF|chr2|+|228217229|228217289|228205007|228205096|228220392|228220477"	"ENSG00000168958.19_3"	"MFF"	"chr2"	"+"	"228217229"	"228217289"	"228205007"	"228205096"	"228220392"	"228220477"	"8.3829105612094e-95"	"5.33117120663675e-94"
"366123|ENSG00000116885.18_2|OSCP1|chr1|-|36909604|36909634|36904356|36904511|36915858|36916034"	"ENSG00000116885.18_2"	"OSCP1"	"chr1"	"-"	"36909604"	"36909634"	"36904356"	"36904511"	"36915858"	"36916034"	"8.57263908480383e-95"	"5.44858139686727e-94"
"131799|ENSG00000005486.16_2|RHBDD2|chr7|+|75510682|75510804|75508316|75508578|75511146|75511442"	"ENSG00000005486.16_2"	"RHBDD2"	"chr7"	"+"	"75510682"	"75510804"	"75508316"	"75508578"	"75511146"	"75511442"	"1.22263306743471e-94"	"7.76615941881548e-94"
"5450|ENSG00000135723.13_3|FHOD1|chr16|-|67270313|67270337|67268259|67268375|67270459|67270519"	"ENSG00000135723.13_3"	"FHOD1"	"chr16"	"-"	"67270313"	"67270337"	"67268259"	"67268375"	"67270459"	"67270519"	"1.24134536941889e-94"	"7.88032640765028e-94"
"118173|ENSG00000146918.19_2|NCAPG2|chr7|-|158454885|158455059|158451029|158451100|158456875|158456988"	"ENSG00000146918.19_2"	"NCAPG2"	"chr7"	"-"	"158454885"	"158455059"	"158451029"	"158451100"	"158456875"	"158456988"	"1.42151957541474e-94"	"9.01874257691743e-94"
"374177|ENSG00000187239.16_2|FNBP1|chr9|-|132678244|132678259|132671168|132671278|132687238|132687436"	"ENSG00000187239.16_2"	"FNBP1"	"chr9"	"-"	"132678244"	"132678259"	"132671168"	"132671278"	"132687238"	"132687436"	"1.63481273904167e-94"	"1.03658013447559e-93"
"190411|ENSG00000254986.7_3|DPP3|chr11|+|66250521|66250640|66249663|66249941|66252643|66252733"	"ENSG00000254986.7_3"	"DPP3"	"chr11"	"+"	"66250521"	"66250640"	"66249663"	"66249941"	"66252643"	"66252733"	"1.77481195565002e-94"	"1.12468030344667e-93"
"311515|ENSG00000169855.19_2|ROBO1|chr3|-|78696778|78696805|78695297|78695340|78700881|78701079"	"ENSG00000169855.19_2"	"ROBO1"	"chr3"	"-"	"78696778"	"78696805"	"78695297"	"78695340"	"78700881"	"78701079"	"1.85118505146148e-94"	"1.17238055664113e-93"
"239781|ENSG00000052126.14_3|PLEKHA5|chr12|+|19443610|19443730|19440406|19440490|19473495|19473519"	"ENSG00000052126.14_3"	"PLEKHA5"	"chr12"	"+"	"19443610"	"19443730"	"19440406"	"19440490"	"19473495"	"19473519"	"2.13923626245527e-94"	"1.35400324861041e-93"
"222240|ENSG00000104774.12_3|MAN2B1|chr19|-|12769241|12769321|12769037|12769158|12772073|12772190"	"ENSG00000104774.12_3"	"MAN2B1"	"chr19"	"-"	"12769241"	"12769321"	"12769037"	"12769158"	"12772073"	"12772190"	"2.15101049813083e-94"	"1.36064809979628e-93"
"41550|ENSG00000243156.7_3|MICAL3|chr22|-|18276494|18276560|18274029|18274067|18291609|18291703"	"ENSG00000243156.7_3"	"MICAL3"	"chr22"	"-"	"18276494"	"18276560"	"18274029"	"18274067"	"18291609"	"18291703"	"2.17353344669694e-94"	"1.37408027320823e-93"
"377893|ENSG00000108175.16_2|ZMIZ1|chr10|+|81070680|81070941|81067161|81067328|81072398|81076276"	"ENSG00000108175.16_2"	"ZMIZ1"	"chr10"	"+"	"81070680"	"81070941"	"81067161"	"81067328"	"81072398"	"81076276"	"2.54325229657559e-94"	"1.60685934496319e-93"
"65712|ENSG00000140416.19_3|TPM1|chr15|+|63353396|63353472|63353067|63353138|63353911|63353987"	"ENSG00000140416.19_3"	"TPM1"	"chr15"	"+"	"63353396"	"63353472"	"63353067"	"63353138"	"63353911"	"63353987"	"3.1052488048177e-94"	"1.96077433412556e-93"
"162802|ENSG00000129197.14_2|RPAIN|chr17|+|5329290|5329619|5326088|5326149|5335861|5336196"	"ENSG00000129197.14_2"	"RPAIN"	"chr17"	"+"	"5329290"	"5329619"	"5326088"	"5326149"	"5335861"	"5336196"	"3.38820103646854e-94"	"2.13817538780692e-93"
"4378|ENSG00000196998.17_3|WDR45|chrX|-|48935301|48935406|48934088|48934183|48935495|48935570"	"ENSG00000196998.17_3"	"WDR45"	"chrX"	"-"	"48935301"	"48935406"	"48934088"	"48934183"	"48935495"	"48935570"	"3.98018811328825e-94"	"2.51027239670131e-93"
"326973|ENSG00000105223.19_3|PLD3|chr19|+|40871459|40871492|40854610|40854675|40871624|40871837"	"ENSG00000105223.19_3"	"PLD3"	"chr19"	"+"	"40871459"	"40871492"	"40854610"	"40854675"	"40871624"	"40871837"	"4.61549392498747e-94"	"2.90923420271817e-93"
"99248|ENSG00000067113.16_3|PLPP1|chr5|-|54771126|54771278|54763696|54763977|54830399|54830878"	"ENSG00000067113.16_3"	"PLPP1"	"chr5"	"-"	"54771126"	"54771278"	"54763696"	"54763977"	"54830399"	"54830878"	"4.85173503821955e-94"	"3.05633515549979e-93"
"274110|ENSG00000137817.16_3|PARP6|chr15|-|72543185|72543298|72542360|72542433|72543547|72543596"	"ENSG00000137817.16_3"	"PARP6"	"chr15"	"-"	"72543185"	"72543298"	"72542360"	"72542433"	"72543547"	"72543596"	"4.9210760516113e-94"	"3.09818630994301e-93"
"233571|ENSG00000100568.10_3|VTI1B|chr14|-|68129193|68129252|68126447|68126639|68141091|68141548"	"ENSG00000100568.10_3"	"VTI1B"	"chr14"	"-"	"68129193"	"68129252"	"68126447"	"68126639"	"68141091"	"68141548"	"6.64952801855077e-94"	"4.18390656742442e-93"
"82017|ENSG00000122026.10_2|RPL21|chr13|+|27828356|27828418|27827841|27827980|27829378|27829486"	"ENSG00000122026.10_2"	"RPL21"	"chr13"	"+"	"27828356"	"27828418"	"27827841"	"27827980"	"27829378"	"27829486"	"8.6473607411939e-94"	"5.43774188118119e-93"
