"Exon ID"	"Gene Symbol"	"Chr"	"Strand"	"Exon Start"	"Exon End"	"Upstream Exon Start"	"Upstream Exon End"	"Downstream Exon Start"	"Downstream Exon End"	"P-value"	"FDR"
"8717|ENSG00000090097.21_3|PCBP4|chr3|-|51995764|51996104|51995956|51996104|51995175|51995320"	"ENSG00000090097.21_3"	"PCBP4"	"chr3"	"-"	"51995764"	"51996104"	"51995956"	"51996104"	"51995175"	"51995320"	"1.49875329617472e-41"	"6.97645485929071e-41"
"9116|ENSG00000136271.10_3|DDX56|chr7|-|44612161|44612343|44612172|44612343|44611945|44612036"	"ENSG00000136271.10_3"	"DDX56"	"chr7"	"-"	"44612161"	"44612343"	"44612172"	"44612343"	"44611945"	"44612036"	"1.66501331748744e-41"	"7.72544764351889e-41"
"255|ENSG00000104852.14_2|SNRNP70|chr19|+|49605370|49605442|49605370|49605430|49607890|49607992"	"ENSG00000104852.14_2"	"SNRNP70"	"chr19"	"+"	"49605370"	"49605442"	"49605370"	"49605430"	"49607890"	"49607992"	"1.96752785809123e-41"	"9.09981634367194e-41"
"4574|ENSG00000198258.10_2|UBL5|chr19|+|9938567|9938740|9938567|9938660|9939002|9939069"	"ENSG00000198258.10_2"	"UBL5"	"chr19"	"+"	"9938567"	"9938740"	"9938567"	"9938660"	"9939002"	"9939069"	"2.36620725672291e-41"	"1.09087446372241e-40"
"5012|ENSG00000172053.17_1|QARS|chr3|-|49141756|49141853|49141805|49141853|49141295|49141405"	"ENSG00000172053.17_1"	"QARS"	"chr3"	"-"	"49141756"	"49141853"	"49141805"	"49141853"	"49141295"	"49141405"	"5.96615744010009e-41"	"2.74177235224982e-40"
"781|ENSG00000205981.6_2|DNAJC19|chr3|-|180704730|180704810|180704785|180704810|180703713|180703784"	"ENSG00000205981.6_2"	"DNAJC19"	"chr3"	"-"	"180704730"	"180704810"	"180704785"	"180704810"	"180703713"	"180703784"	"6.54871426605802e-41"	"2.99993482092753e-40"
"1177|ENSG00000115694.14_2|STK25|chr2|-|242440892|242441113|242440942|242441113|242440154|242440211"	"ENSG00000115694.14_2"	"STK25"	"chr2"	"-"	"242440892"	"242441113"	"242440942"	"242441113"	"242440154"	"242440211"	"1.05249380432285e-40"	"4.80616632796795e-40"
"6624|ENSG00000166855.9_2|CLPX|chr15|-|65449115|65449270|65449181|65449270|65448029|65448194"	"ENSG00000166855.9_2"	"CLPX"	"chr15"	"-"	"65449115"	"65449270"	"65449181"	"65449270"	"65448029"	"65448194"	"1.31286404334024e-40"	"5.97622338971598e-40"
"58|ENSG00000111237.18_2|VPS29|chr12|-|110937261|110937351|110937339|110937351|110936624|110936664"	"ENSG00000111237.18_2"	"VPS29"	"chr12"	"-"	"110937261"	"110937351"	"110937339"	"110937351"	"110936624"	"110936664"	"1.76268718476848e-40"	"7.99860882899659e-40"
"3915|ENSG00000132305.20_2|IMMT|chr2|-|86389074|86389202|86389098|86389202|86386658|86386794"	"ENSG00000132305.20_2"	"IMMT"	"chr2"	"-"	"86389074"	"86389202"	"86389098"	"86389202"	"86386658"	"86386794"	"2.35073363707819e-40"	"1.06335693990716e-39"
"3386|ENSG00000105443.13_3|CYTH2|chr19|+|48978094|48978210|48978094|48978206|48981325|48981402"	"ENSG00000105443.13_3"	"CYTH2"	"chr19"	"+"	"48978094"	"48978210"	"48978094"	"48978206"	"48981325"	"48981402"	"2.61728480334442e-40"	"1.18023186600812e-39"
"7653|ENSG00000161513.11_2|FDXR|chr17|-|72868893|72869093|72868990|72869093|72868160|72868258"	"ENSG00000161513.11_2"	"FDXR"	"chr17"	"-"	"72868893"	"72869093"	"72868990"	"72869093"	"72868160"	"72868258"	"4.07122928259008e-40"	"1.83015073357554e-39"
"3413|ENSG00000143702.15_2|CEP170|chr1|-|243305587|243305765|243305617|243305765|243303238|243303409"	"ENSG00000143702.15_2"	"CEP170"	"chr1"	"-"	"243305587"	"243305765"	"243305617"	"243305765"	"243303238"	"243303409"	"1.88524795338562e-39"	"8.44848694638338e-39"
"4724|ENSG00000266173.6_3|STRADA|chr17|-|61805693|61805773|61805717|61805773|61791365|61791468"	"ENSG00000266173.6_3"	"STRADA"	"chr17"	"-"	"61805693"	"61805773"	"61805717"	"61805773"	"61791365"	"61791468"	"1.9530561214844e-39"	"8.72526310619811e-39"
"1199|ENSG00000126226.21_3|PCID2|chr13|-|113862337|113862964|113862912|113862964|113854740|113854830"	"ENSG00000126226.21_3"	"PCID2"	"chr13"	"-"	"113862337"	"113862964"	"113862912"	"113862964"	"113854740"	"113854830"	"3.2612830889746e-39"	"1.45247885721924e-38"
"981|ENSG00000185122.10_2|HSF1|chr8|+|145533457|145534935|145533457|145533582|145535006|145535068"	"ENSG00000185122.10_2"	"HSF1"	"chr8"	"+"	"145533457"	"145534935"	"145533457"	"145533582"	"145535006"	"145535068"	"4.08378316290536e-39"	"1.81319972432998e-38"
"2226|ENSG00000166946.13_3|CCNDBP1|chr15|+|43478017|43478431|43478017|43478077|43481396|43481478"	"ENSG00000166946.13_3"	"CCNDBP1"	"chr15"	"+"	"43478017"	"43478431"	"43478017"	"43478077"	"43481396"	"43481478"	"5.07886122698204e-39"	"2.24809716274082e-38"
"7279|ENSG00000092529.23_3|CAPN3|chr15|+|42700408|42700635|42700408|42700522|42701500|42701578"	"ENSG00000092529.23_3"	"CAPN3"	"chr15"	"+"	"42700408"	"42700635"	"42700408"	"42700522"	"42701500"	"42701578"	"6.89930804273502e-39"	"3.04455703537206e-38"
"5324|ENSG00000130714.15_2|POMT1|chr9|+|134385289|134385449|134385289|134385383|134385646|134385802"	"ENSG00000130714.15_2"	"POMT1"	"chr9"	"+"	"134385289"	"134385449"	"134385289"	"134385383"	"134385646"	"134385802"	"9.94415703526649e-39"	"4.37482274447852e-38"
"6590|ENSG00000084764.10_3|MAPRE3|chr2|+|27246963|27247165|27246963|27247120|27248450|27248605"	"ENSG00000084764.10_3"	"MAPRE3"	"chr2"	"+"	"27246963"	"27247165"	"27246963"	"27247120"	"27248450"	"27248605"	"1.00488314701939e-38"	"4.40743580896346e-38"
"1285|ENSG00000072310.16_3|SREBF1|chr17|-|17720861|17721230|17721009|17721230|17720569|17720771"	"ENSG00000072310.16_3"	"SREBF1"	"chr17"	"-"	"17720861"	"17721230"	"17721009"	"17721230"	"17720569"	"17720771"	"1.02179173609699e-38"	"4.46801659147866e-38"
"1677|ENSG00000041357.15_2|PSMA4|chr15|+|78834518|78834987|78834518|78834561|78836531|78836609"	"ENSG00000041357.15_2"	"PSMA4"	"chr15"	"+"	"78834518"	"78834987"	"78834518"	"78834561"	"78836531"	"78836609"	"1.10075189191754e-38"	"4.79874616325381e-38"
"1508|ENSG00000104129.9_2|DNAJC17|chr15|-|41067165|41067306|41067228|41067306|41066553|41066634"	"ENSG00000104129.9_2"	"DNAJC17"	"chr15"	"-"	"41067165"	"41067306"	"41067228"	"41067306"	"41066553"	"41066634"	"1.10823284785033e-38"	"4.81680722725309e-38"
"115|ENSG00000196998.17_3|WDR45|chrX|-|48934303|48935570|48935495|48935570|48933524|48933604"	"ENSG00000196998.17_3"	"WDR45"	"chrX"	"-"	"48934303"	"48935570"	"48935495"	"48935570"	"48933524"	"48933604"	"1.28968439834467e-38"	"5.5886323928269e-38"
"2164|ENSG00000126456.15_3|IRF3|chr19|-|50164706|50165585|50165204|50165585|50163969|50164085"	"ENSG00000126456.15_3"	"IRF3"	"chr19"	"-"	"50164706"	"50165585"	"50165204"	"50165585"	"50163969"	"50164085"	"2.23816957945586e-38"	"9.66969671603235e-38"
"4856|ENSG00000156650.12_2|KAT6B|chr10|+|76735156|76736088|76735156|76735212|76737073|76737195"	"ENSG00000156650.12_2"	"KAT6B"	"chr10"	"+"	"76735156"	"76736088"	"76735156"	"76735212"	"76737073"	"76737195"	"3.95431810252289e-38"	"1.70330776774344e-37"
"2037|ENSG00000214575.9_3|CPEB1|chr15|-|83222201|83222306|83222216|83222306|83221229|83221366"	"ENSG00000214575.9_3"	"CPEB1"	"chr15"	"-"	"83222201"	"83222306"	"83222216"	"83222306"	"83221229"	"83221366"	"4.35875018938472e-38"	"1.87192753669112e-37"
"8445|ENSG00000013375.15_3|PGM3|chr6|-|83880019|83880197|83880023|83880197|83874591|83879042"	"ENSG00000013375.15_3"	"PGM3"	"chr6"	"-"	"83880019"	"83880197"	"83880023"	"83880197"	"83874591"	"83879042"	"6.38509973650407e-38"	"2.73403528776717e-37"
"6497|ENSG00000117616.17_3|RSRP1|chr1|-|25570667|25571792|25571640|25571792|25570040|25570124"	"ENSG00000117616.17_3"	"RSRP1"	"chr1"	"-"	"25570667"	"25571792"	"25571640"	"25571792"	"25570040"	"25570124"	"7.69417046873229e-38"	"3.28481893088186e-37"
"1805|ENSG00000135018.13_2|UBQLN1|chr9|-|86281264|86284242|86284099|86284242|86279944|86280060"	"ENSG00000135018.13_2"	"UBQLN1"	"chr9"	"-"	"86281264"	"86284242"	"86284099"	"86284242"	"86279944"	"86280060"	"7.73606053848868e-38"	"3.29296028231244e-37"
"2591|ENSG00000133624.13_2|ZNF767P|chr7|-|149248664|149248917|149248745|149248917|149247958|149248037"	"ENSG00000133624.13_2"	"ZNF767P"	"chr7"	"-"	"149248664"	"149248917"	"149248745"	"149248917"	"149247958"	"149248037"	"8.70728064622191e-38"	"3.69547234485242e-37"
"2275|ENSG00000075415.12_3|SLC25A3|chr12|+|98989210|98989439|98989210|98989335|98991633|98991813"	"ENSG00000075415.12_3"	"SLC25A3"	"chr12"	"+"	"98989210"	"98989439"	"98989210"	"98989335"	"98991633"	"98991813"	"1.94441637892813e-37"	"8.22813148033223e-37"
"1386|ENSG00000183696.13_2|UPP1|chr7|+|48141420|48141579|48141420|48141467|48142893|48143008"	"ENSG00000183696.13_2"	"UPP1"	"chr7"	"+"	"48141420"	"48141579"	"48141420"	"48141467"	"48142893"	"48143008"	"2.43415889846978e-37"	"1.02704423698593e-36"
"2157|ENSG00000085978.21_2|ATG16L1|chr2|+|234181611|234182423|234181611|234181698|234183321|234183424"	"ENSG00000085978.21_2"	"ATG16L1"	"chr2"	"+"	"234181611"	"234182423"	"234181611"	"234181698"	"234183321"	"234183424"	"3.36056960042362e-37"	"1.41379065114032e-36"
"1833|ENSG00000155729.12_2|KCTD18|chr2|-|201369470|201369682|201369492|201369682|201363613|201363807"	"ENSG00000155729.12_2"	"KCTD18"	"chr2"	"-"	"201369470"	"201369682"	"201369492"	"201369682"	"201363613"	"201363807"	"4.4399276325121e-37"	"1.86244638770784e-36"
"436|ENSG00000196262.13_2|PPIA|chr7|+|44838346|44838503|44838346|44838413|44838845|44838876"	"ENSG00000196262.13_2"	"PPIA"	"chr7"	"+"	"44838346"	"44838503"	"44838346"	"44838413"	"44838845"	"44838876"	"5.45640488075994e-37"	"2.28220065012655e-36"
"6122|ENSG00000164068.15_2|RNF123|chr3|+|49749911|49750325|49749911|49750089|49750945|49751020"	"ENSG00000164068.15_2"	"RNF123"	"chr3"	"+"	"49749911"	"49750325"	"49749911"	"49750089"	"49750945"	"49751020"	"7.76489143431249e-37"	"3.23836368199795e-36"
"5689|ENSG00000129187.14_3|DCTD|chr4|-|183837438|183837692|183837571|183837692|183837033|183837041"	"ENSG00000129187.14_3"	"DCTD"	"chr4"	"-"	"183837438"	"183837692"	"183837571"	"183837692"	"183837033"	"183837041"	"7.83857606799968e-37"	"3.25967298735549e-36"
"7425|ENSG00000078747.14_3|ITCH|chr20|+|33065576|33065711|33065576|33065665|33067434|33067594"	"ENSG00000078747.14_3"	"ITCH"	"chr20"	"+"	"33065576"	"33065711"	"33065576"	"33065665"	"33067434"	"33067594"	"1.13599754601419e-36"	"4.7104725830416e-36"
"1387|ENSG00000183696.13_2|UPP1|chr7|+|48141420|48141579|48141420|48141467|48146469|48146679"	"ENSG00000183696.13_2"	"UPP1"	"chr7"	"+"	"48141420"	"48141579"	"48141420"	"48141467"	"48146469"	"48146679"	"1.73193187224234e-36"	"7.16096759783867e-36"
"7372|ENSG00000125967.16_2|NECAB3|chr20|-|32247302|32247538|32247458|32247538|32246527|32246640"	"ENSG00000125967.16_2"	"NECAB3"	"chr20"	"-"	"32247302"	"32247538"	"32247458"	"32247538"	"32246527"	"32246640"	"2.32318279986489e-36"	"9.57815080058582e-36"
"7475|ENSG00000111678.10_2|C12orf57|chr12|+|7053638|7053815|7053638|7053728|7054933|7055165"	"ENSG00000111678.10_2"	"C12orf57"	"chr12"	"+"	"7053638"	"7053815"	"7053638"	"7053728"	"7054933"	"7055165"	"2.42868750189335e-36"	"9.98460417445044e-36"
"8840|ENSG00000125375.14_2|ATP5S|chr14|+|50789228|50789524|50789228|50789437|50790662|50790834"	"ENSG00000125375.14_2"	"ATP5S"	"chr14"	"+"	"50789228"	"50789524"	"50789228"	"50789437"	"50790662"	"50790834"	"3.02009120911856e-36"	"1.23806579964718e-35"
"3436|ENSG00000110171.19_3|TRIM3|chr11|-|6479294|6479526|6479299|6479526|6478925|6479077"	"ENSG00000110171.19_3"	"TRIM3"	"chr11"	"-"	"6479294"	"6479526"	"6479299"	"6479526"	"6478925"	"6479077"	"3.02882898447078e-36"	"1.23813037523834e-35"
"6606|ENSG00000213930.11_3|GALT|chr9|+|34648758|34648904|34648758|34648891|34648994|34649078"	"ENSG00000213930.11_3"	"GALT"	"chr9"	"+"	"34648758"	"34648904"	"34648758"	"34648891"	"34648994"	"34649078"	"3.24017118632836e-36"	"1.32078164459656e-35"
"6704|ENSG00000092036.18_3|HAUS4|chr14|-|23425954|23426303|23426124|23426303|23424308|23424385"	"ENSG00000092036.18_3"	"HAUS4"	"chr14"	"-"	"23425954"	"23426303"	"23426124"	"23426303"	"23424308"	"23424385"	"4.68048790419262e-36"	"1.90251944950703e-35"
"8754|ENSG00000172663.8_3|TMEM134|chr11|-|67235487|67235563|67235498|67235563|67234971|67235061"	"ENSG00000172663.8_3"	"TMEM134"	"chr11"	"-"	"67235487"	"67235563"	"67235498"	"67235563"	"67234971"	"67235061"	"4.91747102844766e-36"	"1.99323334102527e-35"
"3572|ENSG00000165730.14_2|STOX1|chr10|+|70644015|70646374|70644015|70644215|70652344|70652816"	"ENSG00000165730.14_2"	"STOX1"	"chr10"	"+"	"70644015"	"70646374"	"70644015"	"70644215"	"70652344"	"70652816"	"7.9078049492258e-36"	"3.19634805090555e-35"
"8880|ENSG00000162302.12_3|RPS6KA4|chr11|+|64126849|64126921|64126849|64126875|64127634|64127853"	"ENSG00000162302.12_3"	"RPS6KA4"	"chr11"	"+"	"64126849"	"64126921"	"64126849"	"64126875"	"64127634"	"64127853"	"9.74079085799033e-36"	"3.92624614750839e-35"
"2232|ENSG00000159214.12_2|CCDC24|chr1|+|44457518|44458059|44457518|44457676|44458194|44458311"	"ENSG00000159214.12_2"	"CCDC24"	"chr1"	"+"	"44457518"	"44458059"	"44457518"	"44457676"	"44458194"	"44458311"	"1.25769851037064e-35"	"5.05531741076555e-35"
"2716|ENSG00000057935.13_2|MTA3|chr2|+|42936013|42936236|42936013|42936154|42946127|42946214"	"ENSG00000057935.13_2"	"MTA3"	"chr2"	"+"	"42936013"	"42936236"	"42936013"	"42936154"	"42946127"	"42946214"	"1.3496679112402e-35"	"5.40991887755447e-35"
"8123|ENSG00000213983.11_3|AP1G2|chr14|-|24036805|24036992|24036947|24036992|24036319|24036528"	"ENSG00000213983.11_3"	"AP1G2"	"chr14"	"-"	"24036805"	"24036992"	"24036947"	"24036992"	"24036319"	"24036528"	"1.73735222098373e-35"	"6.94459627390449e-35"
"1210|ENSG00000244274.7_3|DBNDD2|chr20|+|44037440|44037676|44037440|44037578|44038571|44039250"	"ENSG00000244274.7_3"	"DBNDD2"	"chr20"	"+"	"44037440"	"44037676"	"44037440"	"44037578"	"44038571"	"44039250"	"2.61021127964246e-35"	"1.04047924765858e-34"
"4127|ENSG00000180773.14_3|SLC36A4|chr11|-|92915971|92916060|92916000|92916060|92914856|92914952"	"ENSG00000180773.14_3"	"SLC36A4"	"chr11"	"-"	"92915971"	"92916060"	"92916000"	"92916060"	"92914856"	"92914952"	"2.76750994351377e-35"	"1.10014238250423e-34"
"2847|ENSG00000186205.12_2|MARC1|chr1|+|220971215|220971407|220971215|220971356|220978393|220978455"	"ENSG00000186205.12_2"	"MARC1"	"chr1"	"+"	"220971215"	"220971407"	"220971215"	"220971356"	"220978393"	"220978455"	"3.35352817228474e-35"	"1.32943438258431e-34"
"8661|ENSG00000197345.12_2|MRPL21|chr11|-|68668002|68668073|68668015|68668073|68665394|68665480"	"ENSG00000197345.12_2"	"MRPL21"	"chr11"	"-"	"68668002"	"68668073"	"68668015"	"68668073"	"68665394"	"68665480"	"3.97615712380991e-35"	"1.57194376155005e-34"
"8668|ENSG00000132781.17_3|MUTYH|chr1|-|45798589|45798996|45798956|45798996|45798434|45798506"	"ENSG00000132781.17_3"	"MUTYH"	"chr1"	"-"	"45798589"	"45798996"	"45798956"	"45798996"	"45798434"	"45798506"	"4.32573107129965e-35"	"1.70547266007798e-34"
"9009|ENSG00000171763.18_2|SPATA5L1|chr15|+|45707784|45708007|45707784|45707977|45709466|45709597"	"ENSG00000171763.18_2"	"SPATA5L1"	"chr15"	"+"	"45707784"	"45708007"	"45707784"	"45707977"	"45709466"	"45709597"	"8.66415663550104e-35"	"3.40664251363161e-34"
"7974|ENSG00000234741.7_2|GAS5|chr1|-|173834366|173834685|173834647|173834685|173833394|173833442"	"ENSG00000234741.7_2"	"GAS5"	"chr1"	"-"	"173834366"	"173834685"	"173834647"	"173834685"	"173833394"	"173833442"	"1.6475011856834e-34"	"6.46017448625312e-34"
"8491|ENSG00000148356.13_2|LRSAM1|chr9|+|130248014|130248119|130248014|130248114|130249954|130250042"	"ENSG00000148356.13_2"	"LRSAM1"	"chr9"	"+"	"130248014"	"130248119"	"130248014"	"130248114"	"130249954"	"130250042"	"1.67666392833272e-34"	"6.55671015876454e-34"
"8802|ENSG00000179818.13_1|PCBP1-AS1|chr2|-|70312947|70313350|70313255|70313350|70312678|70312756"	"ENSG00000179818.13_1"	"PCBP1-AS1"	"chr2"	"-"	"70312947"	"70313350"	"70313255"	"70313350"	"70312678"	"70312756"	"2.04892258611506e-34"	"7.99079808584873e-34"
"2805|ENSG00000134291.11_2|TMEM106C|chr12|+|48359871|48360012|48359871|48359955|48360465|48360515"	"ENSG00000134291.11_2"	"TMEM106C"	"chr12"	"+"	"48359871"	"48360012"	"48359871"	"48359955"	"48360465"	"48360515"	"2.39256844521684e-34"	"9.30586594729892e-34"
"8362|ENSG00000258366.7_3|RTEL1|chr20|+|62326680|62327003|62326680|62326833|62327130|62327606"	"ENSG00000258366.7_3"	"RTEL1"	"chr20"	"+"	"62326680"	"62327003"	"62326680"	"62326833"	"62327130"	"62327606"	"3.26221048288105e-34"	"1.26542196956918e-33"
"7975|ENSG00000234741.7_2|GAS5|chr1|-|173834608|173834685|173834647|173834685|173833394|173833442"	"ENSG00000234741.7_2"	"GAS5"	"chr1"	"-"	"173834608"	"173834685"	"173834647"	"173834685"	"173833394"	"173833442"	"3.33518898108555e-34"	"1.29026211788377e-33"
"4855|ENSG00000156650.12_2|KAT6B|chr10|+|76735156|76735539|76735156|76735212|76737073|76737195"	"ENSG00000156650.12_2"	"KAT6B"	"chr10"	"+"	"76735156"	"76735539"	"76735156"	"76735212"	"76737073"	"76737195"	"3.35035611902181e-34"	"1.29266413897018e-33"
"4925|ENSG00000130779.19_3|CLIP1|chr12|-|122825299|122826244|122825527|122826244|122819194|122819252"	"ENSG00000130779.19_3"	"CLIP1"	"chr12"	"-"	"122825299"	"122826244"	"122825527"	"122826244"	"122819194"	"122819252"	"5.58984515891906e-34"	"2.15097241715205e-33"
"7361|ENSG00000148291.9_2|SURF2|chr9|+|136223789|136224110|136223789|136223944|136224586|136224690"	"ENSG00000148291.9_2"	"SURF2"	"chr9"	"+"	"136223789"	"136224110"	"136223789"	"136223944"	"136224586"	"136224690"	"6.38141433686569e-34"	"2.44903747023861e-33"
"3311|ENSG00000125744.11_2|RTN2|chr19|-|45997375|45997678|45997423|45997678|45992603|45992811"	"ENSG00000125744.11_2"	"RTN2"	"chr19"	"-"	"45997375"	"45997678"	"45997423"	"45997678"	"45992603"	"45992811"	"1.60898273296643e-33"	"6.15852011583703e-33"
"1356|ENSG00000165948.10_3|IFI27L1|chr14|+|94568159|94568405|94568159|94568321|94568822|94569055"	"ENSG00000165948.10_3"	"IFI27L1"	"chr14"	"+"	"94568159"	"94568405"	"94568159"	"94568321"	"94568822"	"94569055"	"1.87442802897698e-33"	"7.15555461855498e-33"
"5239|ENSG00000204394.12_3|VARS|chr6|-|31749817|31749954|31749863|31749954|31749623|31749729"	"ENSG00000204394.12_3"	"VARS"	"chr6"	"-"	"31749817"	"31749954"	"31749863"	"31749954"	"31749623"	"31749729"	"1.96191489148959e-33"	"7.46977094569783e-33"
"1422|ENSG00000167733.13_3|HSD11B1L|chr19|+|5684829|5685130|5684829|5684916|5686426|5686538"	"ENSG00000167733.13_3"	"HSD11B1L"	"chr19"	"+"	"5684829"	"5685130"	"5684829"	"5684916"	"5686426"	"5686538"	"2.35439225195312e-33"	"8.94049478833777e-33"
"7275|ENSG00000233024.3|RP11-1212A22.4|chr16|-|18466434|18466711|18466579|18466711|18462114|18462243"	"ENSG00000233024.3"	"RP11-1212A22.4"	"chr16"	"-"	"18466434"	"18466711"	"18466579"	"18466711"	"18462114"	"18462243"	"4.79222209099184e-33"	"1.81500694942289e-32"
"1432|ENSG00000104859.14_3|CLASRP|chr19|+|45571272|45571316|45571272|45571312|45571677|45571738"	"ENSG00000104859.14_3"	"CLASRP"	"chr19"	"+"	"45571272"	"45571316"	"45571272"	"45571312"	"45571677"	"45571738"	"8.95733103271008e-33"	"3.38362007335095e-32"
"8057|ENSG00000067840.12_2|PDZD4|chrX|-|153073796|153074050|153073814|153074050|153072733|153072824"	"ENSG00000067840.12_2"	"PDZD4"	"chrX"	"-"	"153073796"	"153074050"	"153073814"	"153074050"	"153072733"	"153072824"	"9.01084132273237e-33"	"3.39494622159342e-32"
"6281|ENSG00000242294.6_2|STAG3L5P|chr7|+|99933747|99933960|99933747|99933843|99935801|99935887"	"ENSG00000242294.6_2"	"STAG3L5P"	"chr7"	"+"	"99933747"	"99933960"	"99933747"	"99933843"	"99935801"	"99935887"	"1.18825365420478e-32"	"4.4652344349414e-32"
"5469|ENSG00000173715.15_3|C11orf80|chr11|+|66568501|66568632|66568501|66568573|66571465|66571665"	"ENSG00000173715.15_3"	"C11orf80"	"chr11"	"+"	"66568501"	"66568632"	"66568501"	"66568573"	"66571465"	"66571665"	"1.43611407308394e-32"	"5.38263014924708e-32"
"6566|ENSG00000084072.16_3|PPIE|chr1|+|40211046|40214439|40211046|40211170|40214574|40214760"	"ENSG00000084072.16_3"	"PPIE"	"chr1"	"+"	"40211046"	"40214439"	"40211046"	"40211170"	"40214574"	"40214760"	"1.45020876925093e-32"	"5.42137630577485e-32"
"2374|ENSG00000164941.13_3|INTS8|chr8|+|95877733|95877928|95877733|95877918|95878385|95878419"	"ENSG00000164941.13_3"	"INTS8"	"chr8"	"+"	"95877733"	"95877928"	"95877733"	"95877918"	"95878385"	"95878419"	"1.78417059057437e-32"	"6.65260507028118e-32"
"6129|ENSG00000110801.13_3|PSMD9|chr12|+|122337539|122337795|122337539|122337751|122340911|122341013"	"ENSG00000110801.13_3"	"PSMD9"	"chr12"	"+"	"122337539"	"122337795"	"122337539"	"122337751"	"122340911"	"122341013"	"1.8319636360576e-32"	"6.81320496605958e-32"
"5215|ENSG00000092439.13_3|TRPM7|chr15|-|50870755|50870861|50870835|50870861|50868065|50868116"	"ENSG00000092439.13_3"	"TRPM7"	"chr15"	"-"	"50870755"	"50870861"	"50870835"	"50870861"	"50868065"	"50868116"	"2.55866706561803e-32"	"9.49140507888642e-32"
"460|ENSG00000109180.14_3|OCIAD1|chr4|+|48833243|48833415|48833243|48833266|48834636|48834699"	"ENSG00000109180.14_3"	"OCIAD1"	"chr4"	"+"	"48833243"	"48833415"	"48833243"	"48833266"	"48834636"	"48834699"	"2.82321889145349e-32"	"1.04459098983779e-31"
"2079|ENSG00000141076.17_3|UTP4|chr16|+|69171703|69171880|69171703|69171788|69173727|69173817"	"ENSG00000141076.17_3"	"UTP4"	"chr16"	"+"	"69171703"	"69171880"	"69171703"	"69171788"	"69173727"	"69173817"	"3.55578488405736e-32"	"1.3122755978759e-31"
"4565|ENSG00000197217.12_3|ENTPD4|chr8|-|23299081|23299236|23299105|23299236|23297261|23297428"	"ENSG00000197217.12_3"	"ENTPD4"	"chr8"	"-"	"23299081"	"23299236"	"23299105"	"23299236"	"23297261"	"23297428"	"3.85443560571463e-32"	"1.41886494363424e-31"
"8130|ENSG00000105519.15_3|CAPS|chr19|+|5914950|5915157|5914950|5915076|5915231|5915888"	"ENSG00000105519.15_3"	"CAPS"	"chr19"	"+"	"5914950"	"5915157"	"5914950"	"5915076"	"5915231"	"5915888"	"7.6928740858804e-32"	"2.82463544680036e-31"
"6753|ENSG00000183426.16_3|NPIPA1|chr16|+|15042786|15043793|15042786|15042894|15043906|15043967"	"ENSG00000183426.16_3"	"NPIPA1"	"chr16"	"+"	"15042786"	"15043793"	"15042786"	"15042894"	"15043906"	"15043967"	"8.82335106336977e-32"	"3.23149634122908e-31"
"129|ENSG00000186577.12_3|C6orf1|chr6|-|34215457|34215641|34215517|34215641|34215243|34215269"	"ENSG00000186577.12_3"	"C6orf1"	"chr6"	"-"	"34215457"	"34215641"	"34215517"	"34215641"	"34215243"	"34215269"	"1.90802918252802e-31"	"6.97034458326059e-31"
"3056|ENSG00000104381.12_2|GDAP1|chr8|+|75263508|75263701|75263508|75263556|75272371|75272545"	"ENSG00000104381.12_2"	"GDAP1"	"chr8"	"+"	"75263508"	"75263701"	"75263508"	"75263556"	"75272371"	"75272545"	"2.15929498938062e-31"	"7.86834007493999e-31"
"5014|ENSG00000172053.17_1|QARS|chr3|-|49141789|49141904|49141805|49141904|49141295|49141405"	"ENSG00000172053.17_1"	"QARS"	"chr3"	"-"	"49141789"	"49141904"	"49141805"	"49141904"	"49141295"	"49141405"	"2.46075069462682e-31"	"8.94423993034383e-31"
"3247|ENSG00000096746.17_2|HNRNPH3|chr10|+|70098259|70098444|70098259|70098399|70098896|70098983"	"ENSG00000096746.17_2"	"HNRNPH3"	"chr10"	"+"	"70098259"	"70098444"	"70098259"	"70098399"	"70098896"	"70098983"	"2.60458856867404e-31"	"9.4432696095393e-31"
"6096|ENSG00000068796.16_3|KIF2A|chr5|+|61648414|61648537|61648414|61648480|61649101|61649202"	"ENSG00000068796.16_3"	"KIF2A"	"chr5"	"+"	"61648414"	"61648537"	"61648414"	"61648480"	"61649101"	"61649202"	"2.68428875279754e-31"	"9.70784127891441e-31"
"2168|ENSG00000160469.16_3|BRSK1|chr19|+|55798581|55798671|55798581|55798667|55800847|55800988"	"ENSG00000160469.16_3"	"BRSK1"	"chr19"	"+"	"55798581"	"55798671"	"55798581"	"55798667"	"55800847"	"55800988"	"3.06484267781651e-31"	"1.10564199602231e-30"
"4184|ENSG00000115486.11_2|GGCX|chr2|-|85786039|85786198|85786068|85786198|85785562|85785785"	"ENSG00000115486.11_2"	"GGCX"	"chr2"	"-"	"85786039"	"85786198"	"85786068"	"85786198"	"85785562"	"85785785"	"4.28119058417281e-31"	"1.54058803315745e-30"
"7937|ENSG00000182400.14_3|TRAPPC6B|chr14|-|39628653|39628754|39628686|39628754|39627488|39627606"	"ENSG00000182400.14_3"	"TRAPPC6B"	"chr14"	"-"	"39628653"	"39628754"	"39628686"	"39628754"	"39627488"	"39627606"	"4.46436254724907e-31"	"1.60250625763194e-30"
