"Exon ID"	"Gene Symbol"	"Chr"	"Strand"	"Exon Start"	"Exon End"	"Upstream Exon Start"	"Upstream Exon End"	"Downstream Exon Start"	"Downstream Exon End"	"P-value"	"FDR"
"244014|ENSG00000082397.17_3|EPB41L3|chr18|-|5398019|5398142|5397056|5397425|5406775|5406967"	"ENSG00000082397.17_3"	"EPB41L3"	"chr18"	"-"	"5398019"	"5398142"	"5397056"	"5397425"	"5406775"	"5406967"	"0.0003960046299225"	"0.0437726650755958"
"239638|ENSG00000082641.15_3|NFE2L1|chr17|+|46134393|46134483|46133747|46133960|46134705|46134864"	"ENSG00000082641.15_3"	"NFE2L1"	"chr17"	"+"	"46134393"	"46134483"	"46133747"	"46133960"	"46134705"	"46134864"	"0.000398420286748113"	"0.0437726650755958"
"241702|ENSG00000134769.21_3|DTNA|chr18|+|32405230|32405239|32400754|32400879|32407556|32407640"	"ENSG00000134769.21_3"	"DTNA"	"chr18"	"+"	"32405230"	"32405239"	"32400754"	"32400879"	"32407556"	"32407640"	"0.000399645379734833"	"0.0437726650755958"
"165813|ENSG00000147586.9_3|MRPS28|chr8|-|80940929|80941031|80915233|80915415|80942288|80942467"	"ENSG00000147586.9_3"	"MRPS28"	"chr8"	"-"	"80940929"	"80941031"	"80915233"	"80915415"	"80942288"	"80942467"	"0.000402224207914523"	"0.0437726650755958"
"4905|ENSG00000197694.15_3|SPTAN1|chr9|+|131355261|131355321|131353755|131353904|131356453|131356652"	"ENSG00000197694.15_3"	"SPTAN1"	"chr9"	"+"	"131355261"	"131355321"	"131353755"	"131353904"	"131356453"	"131356652"	"0.000413839902184111"	"0.0443267345215845"
"142356|ENSG00000115966.16_2|ATF2|chr2|-|175986171|175986268|175982978|175983097|175994865|175994933"	"ENSG00000115966.16_2"	"ATF2"	"chr2"	"-"	"175986171"	"175986268"	"175982978"	"175983097"	"175994865"	"175994933"	"0.000416483718596709"	"0.0443267345215845"
"335861|ENSG00000114354.13_3|TFG|chr3|+|100466257|100466298|100463676|100463775|100466992|100467375"	"ENSG00000114354.13_3"	"TFG"	"chr3"	"+"	"100466257"	"100466298"	"100463676"	"100463775"	"100466992"	"100467375"	"0.000419784358807317"	"0.0443267345215845"
"384444|ENSG00000169398.19_3|PTK2|chr8|-|141772466|141772487|141771263|141771361|141774332|141774359"	"ENSG00000169398.19_3"	"PTK2"	"chr8"	"-"	"141772466"	"141772487"	"141771263"	"141771361"	"141774332"	"141774359"	"0.000427639218290302"	"0.0443861493726626"
"62207|ENSG00000164117.13_3|FBXO8|chr4|-|175177177|175177296|175162250|175162369|175180849|175180976"	"ENSG00000164117.13_3"	"FBXO8"	"chr4"	"-"	"175177177"	"175177296"	"175162250"	"175162369"	"175180849"	"175180976"	"0.000428670734682067"	"0.0443861493726626"
"73413|ENSG00000145349.16_3|CAMK2D|chr4|-|114429391|114429424|114421618|114421667|114430793|114430831"	"ENSG00000145349.16_3"	"CAMK2D"	"chr4"	"-"	"114429391"	"114429424"	"114421618"	"114421667"	"114430793"	"114430831"	"0.000434613447527113"	"0.044568773248814"
"102313|ENSG00000244560.6_2|RP4-800G7.2|chr7|+|148987028|148987129|148984655|148984867|148989301|148989399"	"ENSG00000244560.6_2"	"RP4-800G7.2"	"chr7"	"+"	"148987028"	"148987129"	"148984655"	"148984867"	"148989301"	"148989399"	"0.000448702836902665"	"0.0446969796729206"
"274865|ENSG00000143774.16_3|GUK1|chr1|+|228329326|228329530|228327965|228328064|228333211|228333325"	"ENSG00000143774.16_3"	"GUK1"	"chr1"	"+"	"228329326"	"228329530"	"228327965"	"228328064"	"228333211"	"228333325"	"0.00045057004346746"	"0.0446969796729206"
"262089|ENSG00000109083.13_3|IFT20|chr17|-|26659171|26659408|26658427|26659013|26662365|26662461"	"ENSG00000109083.13_3"	"IFT20"	"chr17"	"-"	"26659171"	"26659408"	"26658427"	"26659013"	"26662365"	"26662461"	"0.000455425297442321"	"0.0446969796729206"
"363439|ENSG00000103202.12_3|NME4|chr16|+|448207|448394|447191|447313|448989|449123"	"ENSG00000103202.12_3"	"NME4"	"chr16"	"+"	"448207"	"448394"	"447191"	"447313"	"448989"	"449123"	"0.000456702338377634"	"0.0446969796729206"
"168634|ENSG00000061938.16_3|TNK2|chr3|-|195596367|195596412|195594231|195595580|195596984|195597039"	"ENSG00000061938.16_3"	"TNK2"	"chr3"	"-"	"195596367"	"195596412"	"195594231"	"195595580"	"195596984"	"195597039"	"0.000456818638944993"	"0.0446969796729206"
"27419|ENSG00000163539.16_3|CLASP2|chr3|-|33615964|33615988|33614601|33614846|33617660|33617767"	"ENSG00000163539.16_3"	"CLASP2"	"chr3"	"-"	"33615964"	"33615988"	"33614601"	"33614846"	"33617660"	"33617767"	"0.000473402679031721"	"0.0453137734059621"
"354721|ENSG00000205726.14_3|ITSN1|chr21|+|35174733|35174748|35172111|35172233|35183278|35183526"	"ENSG00000205726.14_3"	"ITSN1"	"chr21"	"+"	"35174733"	"35174748"	"35172111"	"35172233"	"35183278"	"35183526"	"0.000477786990773399"	"0.0453137734059621"
"45992|ENSG00000110921.13_3|MVK|chr12|+|110028575|110028666|110024558|110024604|110029045|110029162"	"ENSG00000110921.13_3"	"MVK"	"chr12"	"+"	"110028575"	"110028666"	"110024558"	"110024604"	"110029045"	"110029162"	"0.000478567034511864"	"0.0453137734059621"
"160134|ENSG00000151778.10_2|SERP2|chr13|+|44964492|44964714|44953776|44953849|44971407|44971846"	"ENSG00000151778.10_2"	"SERP2"	"chr13"	"+"	"44964492"	"44964714"	"44953776"	"44953849"	"44971407"	"44971846"	"0.000495714174072863"	"0.0453137734059621"
"361439|ENSG00000048991.16_2|R3HDM1|chr2|+|136373721|136373763|136362375|136362586|136374237|136374327"	"ENSG00000048991.16_2"	"R3HDM1"	"chr2"	"+"	"136373721"	"136373763"	"136362375"	"136362586"	"136374237"	"136374327"	"0.000497242760326839"	"0.0453137734059621"
"197138|ENSG00000169288.17_2|MRPL1|chr4|+|78828099|78828364|78815292|78815404|78830419|78830466"	"ENSG00000169288.17_2"	"MRPL1"	"chr4"	"+"	"78828099"	"78828364"	"78815292"	"78815404"	"78830419"	"78830466"	"0.000498135881341536"	"0.0453137734059621"
"291296|ENSG00000103351.12_3|CLUAP1|chr16|+|3554719|3554831|3550923|3551089|3556330|3556415"	"ENSG00000103351.12_3"	"CLUAP1"	"chr16"	"+"	"3554719"	"3554831"	"3550923"	"3551089"	"3556330"	"3556415"	"0.000504112639196463"	"0.0453137734059621"
"244025|ENSG00000082397.17_3|EPB41L3|chr18|-|5400967|5401042|5397056|5397425|5406775|5406967"	"ENSG00000082397.17_3"	"EPB41L3"	"chr18"	"-"	"5400967"	"5401042"	"5397056"	"5397425"	"5406775"	"5406967"	"0.000509727513493013"	"0.0453137734059621"
"396579|ENSG00000142192.20_3|APP|chr21|-|27372329|27372497|27354656|27354790|27394155|27394358"	"ENSG00000142192.20_3"	"APP"	"chr21"	"-"	"27372329"	"27372497"	"27354656"	"27354790"	"27394155"	"27394358"	"0.000513562544601548"	"0.0453137734059621"
"69487|ENSG00000073921.17_3|PICALM|chr11|-|85701292|85701421|85694908|85695016|85707868|85707972"	"ENSG00000073921.17_3"	"PICALM"	"chr11"	"-"	"85701292"	"85701421"	"85694908"	"85695016"	"85707868"	"85707972"	"0.000516141308586712"	"0.0453137734059621"
"192848|ENSG00000070081.15_3|NUCB2|chr11|+|17308180|17308260|17304335|17304490|17316870|17317014"	"ENSG00000070081.15_3"	"NUCB2"	"chr11"	"+"	"17308180"	"17308260"	"17304335"	"17304490"	"17316870"	"17317014"	"0.000518938116656518"	"0.0453137734059621"
"370565|ENSG00000116731.22_3|PRDM2|chr1|+|14095612|14095668|14075855|14075982|14099572|14099621"	"ENSG00000116731.22_3"	"PRDM2"	"chr1"	"+"	"14095612"	"14095668"	"14075855"	"14075982"	"14099572"	"14099621"	"0.000520864393313675"	"0.0453137734059621"
"100899|ENSG00000135097.6_2|MSI1|chr12|-|120789146|120789203|120785248|120785317|120791101|120791182"	"ENSG00000135097.6_2"	"MSI1"	"chr12"	"-"	"120789146"	"120789203"	"120785248"	"120785317"	"120791101"	"120791182"	"0.000524547837042468"	"0.0453137734059621"
"378756|ENSG00000177879.15_2|AP3S1|chr5|+|115242517|115242558|115238581|115238689|115249058|115249154"	"ENSG00000177879.15_2"	"AP3S1"	"chr5"	"+"	"115242517"	"115242558"	"115238581"	"115238689"	"115249058"	"115249154"	"0.000525381462083456"	"0.0453137734059621"
"230172|ENSG00000172890.11_3|NADSYN1|chr11|+|71191264|71191320|71189440|71189515|71191800|71191925"	"ENSG00000172890.11_3"	"NADSYN1"	"chr11"	"+"	"71191264"	"71191320"	"71189440"	"71189515"	"71191800"	"71191925"	"0.000526854936928204"	"0.0453137734059621"
"128566|ENSG00000103148.15_3|NPRL3|chr16|-|167299|167374|162620|162774|180520|180590"	"ENSG00000103148.15_3"	"NPRL3"	"chr16"	"-"	"167299"	"167374"	"162620"	"162774"	"180520"	"180590"	"0.000533929482539407"	"0.0453964877053698"
"44863|ENSG00000163719.19_3|MTMR14|chr3|+|9739394|9739550|9730627|9730766|9743473|9743900"	"ENSG00000163719.19_3"	"MTMR14"	"chr3"	"+"	"9739394"	"9739550"	"9730627"	"9730766"	"9743473"	"9743900"	"0.000536329812552892"	"0.0453964877053698"
"159063|ENSG00000068724.15_3|TTC7A|chr2|+|47178740|47178872|47177559|47177665|47183977|47184146"	"ENSG00000068724.15_3"	"TTC7A"	"chr2"	"+"	"47178740"	"47178872"	"47177559"	"47177665"	"47183977"	"47184146"	"0.000555767242818635"	"0.0459902952876409"
"164995|ENSG00000088367.21_3|EPB41L1|chr20|+|34797409|34797820|34785780|34785963|34800193|34800298"	"ENSG00000088367.21_3"	"EPB41L1"	"chr20"	"+"	"34797409"	"34797820"	"34785780"	"34785963"	"34800193"	"34800298"	"0.000562162893209744"	"0.0459902952876409"
"387118|ENSG00000148700.14_3|ADD3|chr10|+|111892062|111892158|111890120|111890244|111893083|111893969"	"ENSG00000148700.14_3"	"ADD3"	"chr10"	"+"	"111892062"	"111892158"	"111890120"	"111890244"	"111893083"	"111893969"	"0.000562228170760216"	"0.0459902952876409"
"95859|ENSG00000170871.11_2|KIAA0232|chr4|+|6878386|6878484|6873300|6873409|6882513|6885891"	"ENSG00000170871.11_2"	"KIAA0232"	"chr4"	"+"	"6878386"	"6878484"	"6873300"	"6873409"	"6882513"	"6885891"	"0.000563800393796499"	"0.0459902952876409"
"308446|ENSG00000137076.20_3|TLN1|chr9|-|35722857|35722918|35722115|35722220|35723948|35724076"	"ENSG00000137076.20_3"	"TLN1"	"chr9"	"-"	"35722857"	"35722918"	"35722115"	"35722220"	"35723948"	"35724076"	"0.000569633914173667"	"0.0459902952876409"
"346112|ENSG00000138443.15_3|ABI2|chr2|+|204261507|204261690|204260378|204260503|204267298|204267400"	"ENSG00000138443.15_3"	"ABI2"	"chr2"	"+"	"204261507"	"204261690"	"204260378"	"204260503"	"204267298"	"204267400"	"0.000574148644621971"	"0.0459902952876409"
"262023|ENSG00000081803.15_3|CADPS2|chr7|-|122033249|122033369|122028636|122028792|122033494|122033636"	"ENSG00000081803.15_3"	"CADPS2"	"chr7"	"-"	"122033249"	"122033369"	"122028636"	"122028792"	"122033494"	"122033636"	"0.000575418711292395"	"0.0459902952876409"
"199892|ENSG00000107263.18_2|RAPGEF1|chr9|-|134480317|134480575|134477500|134477536|134497182|134497385"	"ENSG00000107263.18_2"	"RAPGEF1"	"chr9"	"-"	"134480317"	"134480575"	"134477500"	"134477536"	"134497182"	"134497385"	"0.000583880867315241"	"0.0459902952876409"
"385724|ENSG00000135127.11_3|BICDL1|chr12|+|120528714|120528823|120527754|120527875|120530803|120531260"	"ENSG00000135127.11_3"	"BICDL1"	"chr12"	"+"	"120528714"	"120528823"	"120527754"	"120527875"	"120530803"	"120531260"	"0.000589352442896545"	"0.0459902952876409"
"319463|ENSG00000114982.17_3|KANSL3|chr2|-|97272706|97272784|97271056|97271248|97274244|97274401"	"ENSG00000114982.17_3"	"KANSL3"	"chr2"	"-"	"97272706"	"97272784"	"97271056"	"97271248"	"97274244"	"97274401"	"0.000592091873369007"	"0.0459902952876409"
"127068|ENSG00000179912.20_3|R3HDM2|chr12|-|57666235|57666337|57663534|57663777|57674140|57674313"	"ENSG00000179912.20_3"	"R3HDM2"	"chr12"	"-"	"57666235"	"57666337"	"57663534"	"57663777"	"57674140"	"57674313"	"0.000603229713032816"	"0.0459902952876409"
"346085|ENSG00000138443.15_3|ABI2|chr2|+|204246911|204246929|204244930|204245107|204255768|204255866"	"ENSG00000138443.15_3"	"ABI2"	"chr2"	"+"	"204246911"	"204246929"	"204244930"	"204245107"	"204255768"	"204255866"	"0.000604973378164884"	"0.0459902952876409"
"192338|ENSG00000083857.13_3|FAT1|chr4|-|187513846|187513906|187510225|187510374|187516842|187516954"	"ENSG00000083857.13_3"	"FAT1"	"chr4"	"-"	"187513846"	"187513906"	"187510225"	"187510374"	"187516842"	"187516954"	"0.000606372675911422"	"0.0459902952876409"
"388491|ENSG00000133318.13_3|RTN3|chr11|+|63486452|63488504|63448967|63449250|63517462|63517670"	"ENSG00000133318.13_3"	"RTN3"	"chr11"	"+"	"63486452"	"63488504"	"63448967"	"63449250"	"63517462"	"63517670"	"0.000606911830302441"	"0.0459902952876409"
"309830|ENSG00000116337.15_3|AMPD2|chr1|+|110167924|110168055|110163275|110163888|110168283|110168414"	"ENSG00000116337.15_3"	"AMPD2"	"chr1"	"+"	"110167924"	"110168055"	"110163275"	"110163888"	"110168283"	"110168414"	"0.000608029220399191"	"0.0459902952876409"
"291734|ENSG00000089351.14_3|GRAMD1A|chr19|+|35504159|35504272|35502377|35502458|35504444|35504595"	"ENSG00000089351.14_3"	"GRAMD1A"	"chr19"	"+"	"35504159"	"35504272"	"35502377"	"35502458"	"35504444"	"35504595"	"0.000621030980823689"	"0.0460174376546877"
"280912|ENSG00000148180.19_3|GSN|chr9|+|124062333|124062404|124030337|124030497|124064240|124064427"	"ENSG00000148180.19_3"	"GSN"	"chr9"	"+"	"124062333"	"124062404"	"124030337"	"124030497"	"124064240"	"124064427"	"0.000626000185657424"	"0.0460174376546877"
"334776|ENSG00000136643.11_2|RPS6KC1|chr1|+|213246211|213246328|213244347|213244383|213251037|213251158"	"ENSG00000136643.11_2"	"RPS6KC1"	"chr1"	"+"	"213246211"	"213246328"	"213244347"	"213244383"	"213251037"	"213251158"	"0.00063790316202812"	"0.0460174376546877"
"308689|ENSG00000159082.17_2|SYNJ1|chr21|-|34017277|34017316|34014205|34014276|34017955|34018020"	"ENSG00000159082.17_2"	"SYNJ1"	"chr21"	"-"	"34017277"	"34017316"	"34014205"	"34014276"	"34017955"	"34018020"	"0.000645116065376778"	"0.0460174376546877"
"268402|ENSG00000116604.17_3|MEF2D|chr1|-|156446285|156446306|156444899|156445029|156446803|156446994"	"ENSG00000116604.17_3"	"MEF2D"	"chr1"	"-"	"156446285"	"156446306"	"156444899"	"156445029"	"156446803"	"156446994"	"0.000647576990367507"	"0.0460174376546877"
"247563|ENSG00000095637.21_3|SORBS1|chr10|-|97096277|97097051|97081719|97081778|97098889|97099084"	"ENSG00000095637.21_3"	"SORBS1"	"chr10"	"-"	"97096277"	"97097051"	"97081719"	"97081778"	"97098889"	"97099084"	"0.000656208172114681"	"0.0460174376546877"
"224313|ENSG00000125991.19_3|ERGIC3|chr20|+|34142142|34142157|34136560|34136618|34142814|34142846"	"ENSG00000125991.19_3"	"ERGIC3"	"chr20"	"+"	"34142142"	"34142157"	"34136560"	"34136618"	"34142814"	"34142846"	"0.000656351439903454"	"0.0460174376546877"
"75402|ENSG00000105953.14_2|OGDH|chr7|+|44695916|44695961|44687255|44687358|44706334|44706450"	"ENSG00000105953.14_2"	"OGDH"	"chr7"	"+"	"44695916"	"44695961"	"44687255"	"44687358"	"44706334"	"44706450"	"0.000656480383329941"	"0.0460174376546877"
"6728|ENSG00000082805.19_3|ERC1|chr12|+|1519554|1519619|1517314|1517413|1553727|1553755"	"ENSG00000082805.19_3"	"ERC1"	"chr12"	"+"	"1519554"	"1519619"	"1517314"	"1517413"	"1553727"	"1553755"	"0.0006586304021399"	"0.0460174376546877"
"77389|ENSG00000106443.15_2|PHF14|chr7|+|11021998|11022786|11014461|11014572|11030329|11030474"	"ENSG00000106443.15_2"	"PHF14"	"chr7"	"+"	"11021998"	"11022786"	"11014461"	"11014572"	"11030329"	"11030474"	"0.000668988341206566"	"0.0460174376546877"
"118652|ENSG00000152082.13_3|MZT2B|chr2|+|130941359|130941539|130940199|130940348|130948041|130948285"	"ENSG00000152082.13_3"	"MZT2B"	"chr2"	"+"	"130941359"	"130941539"	"130940199"	"130940348"	"130948041"	"130948285"	"0.000670971584718285"	"0.0460174376546877"
"182071|ENSG00000069849.10_2|ATP1B3|chr3|+|141620977|141621069|141595457|141595752|141622461|141622590"	"ENSG00000069849.10_2"	"ATP1B3"	"chr3"	"+"	"141620977"	"141621069"	"141595457"	"141595752"	"141622461"	"141622590"	"0.000673252085808866"	"0.0460174376546877"
"259143|ENSG00000114867.20_3|EIF4G1|chr3|+|184034500|184034521|184033859|184034006|184035108|184035285"	"ENSG00000114867.20_3"	"EIF4G1"	"chr3"	"+"	"184034500"	"184034521"	"184033859"	"184034006"	"184035108"	"184035285"	"0.00067332456555491"	"0.0460174376546877"
"384117|ENSG00000144674.16_3|GOLGA4|chr3|+|37402733|37402796|37396591|37396678|37407570|37408242"	"ENSG00000144674.16_3"	"GOLGA4"	"chr3"	"+"	"37402733"	"37402796"	"37396591"	"37396678"	"37407570"	"37408242"	"0.000674840332460522"	"0.0460174376546877"
"113779|ENSG00000079691.17_3|CARMIL1|chr6|+|25612964|25613114|25610277|25610409|25619674|25619921"	"ENSG00000079691.17_3"	"CARMIL1"	"chr6"	"+"	"25612964"	"25613114"	"25610277"	"25610409"	"25619674"	"25619921"	"0.000678823581415551"	"0.0460174376546877"
"388487|ENSG00000133318.13_3|RTN3|chr11|+|63486173|63488504|63448954|63449250|63517462|63517670"	"ENSG00000133318.13_3"	"RTN3"	"chr11"	"+"	"63486173"	"63488504"	"63448954"	"63449250"	"63517462"	"63517670"	"0.000680976182186567"	"0.0460174376546877"
"217364|ENSG00000153310.19_3|FAM49B|chr8|-|130891634|130891717|130883620|130883742|130892621|130892704"	"ENSG00000153310.19_3"	"FAM49B"	"chr8"	"-"	"130891634"	"130891717"	"130883620"	"130883742"	"130892621"	"130892704"	"0.000681739817106485"	"0.0460174376546877"
"3646|ENSG00000080603.16_3|SRCAP|chr16|+|30733883|30734069|30733442|30733607|30734283|30734550"	"ENSG00000080603.16_3"	"SRCAP"	"chr16"	"+"	"30733883"	"30734069"	"30733442"	"30733607"	"30734283"	"30734550"	"0.000690520803548966"	"0.046080771087899"
"367818|ENSG00000156256.14_2|USP16|chr21|+|30398029|30398092|30396971|30397098|30400193|30400295"	"ENSG00000156256.14_2"	"USP16"	"chr21"	"+"	"30398029"	"30398092"	"30396971"	"30397098"	"30400193"	"30400295"	"0.000691319585003642"	"0.046080771087899"
"150243|ENSG00000134313.15_3|KIDINS220|chr2|-|8888016|8888130|8876997|8877129|8890241|8890465"	"ENSG00000134313.15_3"	"KIDINS220"	"chr2"	"-"	"8888016"	"8888130"	"8876997"	"8877129"	"8890241"	"8890465"	"0.000702341177567544"	"0.0462301372013419"
"36656|ENSG00000105426.16_3|PTPRS|chr19|-|5256118|5256130|5245786|5246056|5258027|5258138"	"ENSG00000105426.16_3"	"PTPRS"	"chr19"	"-"	"5256118"	"5256130"	"5245786"	"5246056"	"5258027"	"5258138"	"0.000704986185019208"	"0.0462301372013419"
"247618|ENSG00000095637.21_3|SORBS1|chr10|-|97131082|97131184|97127406|97127456|97141441|97141556"	"ENSG00000095637.21_3"	"SORBS1"	"chr10"	"-"	"97131082"	"97131184"	"97127406"	"97127456"	"97141441"	"97141556"	"0.000707819882740722"	"0.0462301372013419"
"336588|ENSG00000171603.16_2|CLSTN1|chr1|-|9797555|9797612|9795942|9796100|9801151|9801314"	"ENSG00000171603.16_2"	"CLSTN1"	"chr1"	"-"	"9797555"	"9797612"	"9795942"	"9796100"	"9801151"	"9801314"	"0.000710899437507743"	"0.0462301372013419"
"297889|ENSG00000091129.19_3|NRCAM|chr7|-|107815766|107815802|107800805|107800937|107816874|107817051"	"ENSG00000091129.19_3"	"NRCAM"	"chr7"	"-"	"107815766"	"107815802"	"107800805"	"107800937"	"107816874"	"107817051"	"0.000734959794865687"	"0.0466154204187818"
"277764|ENSG00000133812.15_3|SBF2|chr11|-|9849672|9849768|9838386|9838571|9850902|9851043"	"ENSG00000133812.15_3"	"SBF2"	"chr11"	"-"	"9849672"	"9849768"	"9838386"	"9838571"	"9850902"	"9851043"	"0.000735574274792247"	"0.0466154204187818"
"284341|ENSG00000090565.15_3|RAB11FIP3|chr16|+|541133|541268|538850|539000|546823|546859"	"ENSG00000090565.15_3"	"RAB11FIP3"	"chr16"	"+"	"541133"	"541268"	"538850"	"539000"	"546823"	"546859"	"0.000739292997769441"	"0.0466154204187818"
"262706|ENSG00000151276.23_3|MAGI1|chr3|-|65344738|65344827|65339199|65342807|65346873|65347012"	"ENSG00000151276.23_3"	"MAGI1"	"chr3"	"-"	"65344738"	"65344827"	"65339199"	"65342807"	"65346873"	"65347012"	"0.000739738146321995"	"0.0466154204187818"
"247234|ENSG00000169764.15_3|UGP2|chr2|+|64069672|64069733|64068102|64068366|64109599|64109741"	"ENSG00000169764.15_3"	"UGP2"	"chr2"	"+"	"64069672"	"64069733"	"64068102"	"64068366"	"64109599"	"64109741"	"0.000742377340101993"	"0.0466154204187818"
"211539|ENSG00000158234.12_3|FAIM|chr3|+|138338552|138338612|138327541|138327779|138340248|138340381"	"ENSG00000158234.12_3"	"FAIM"	"chr3"	"+"	"138338552"	"138338612"	"138327541"	"138327779"	"138340248"	"138340381"	"0.00074304936438752"	"0.0466154204187818"
"281972|ENSG00000139644.12_3|TMBIM6|chr12|+|50135739|50135898|50135331|50135394|50146246|50146332"	"ENSG00000139644.12_3"	"TMBIM6"	"chr12"	"+"	"50135739"	"50135898"	"50135331"	"50135394"	"50146246"	"50146332"	"0.000751152017480529"	"0.0468481653007593"
"222923|ENSG00000198561.13_3|CTNND1|chr11|+|57573932|57573950|57573353|57573507|57574386|57574455"	"ENSG00000198561.13_3"	"CTNND1"	"chr11"	"+"	"57573932"	"57573950"	"57573353"	"57573507"	"57574386"	"57574455"	"0.000759096431616203"	"0.0470381007004477"
"127083|ENSG00000179912.20_3|R3HDM2|chr12|-|57682639|57682693|57677606|57677839|57682791|57682823"	"ENSG00000179912.20_3"	"R3HDM2"	"chr12"	"-"	"57682639"	"57682693"	"57677606"	"57677839"	"57682791"	"57682823"	"0.00076742597553762"	"0.0470381007004477"
"76779|ENSG00000151150.21_3|ANK3|chr10|-|61828394|61836206|61827692|61827767|61840294|61840376"	"ENSG00000151150.21_3"	"ANK3"	"chr10"	"-"	"61828394"	"61836206"	"61827692"	"61827767"	"61840294"	"61840376"	"0.000770640545691863"	"0.0470381007004477"
"16470|ENSG00000277363.4_3|SRCIN1|chr17|-|36703994|36704117|36700057|36700204|36704792|36704937"	"ENSG00000277363.4_3"	"SRCIN1"	"chr17"	"-"	"36703994"	"36704117"	"36700057"	"36700204"	"36704792"	"36704937"	"0.000772272256134787"	"0.0470381007004477"
"125202|ENSG00000196151.10_2|WDSUB1|chr2|-|160128212|160128306|160116320|160116354|160132056|160132149"	"ENSG00000196151.10_2"	"WDSUB1"	"chr2"	"-"	"160128212"	"160128306"	"160116320"	"160116354"	"160132056"	"160132149"	"0.000778167432577846"	"0.0470381007004477"
"110264|ENSG00000131018.22_1|SYNE1|chr6|-|152466621|152466690|152464757|152464900|152469179|152469513"	"ENSG00000131018.22_1"	"SYNE1"	"chr6"	"-"	"152466621"	"152466690"	"152464757"	"152464900"	"152469179"	"152469513"	"0.000781388857779985"	"0.0470381007004477"
"76784|ENSG00000151150.21_3|ANK3|chr10|-|61833629|61836212|61827692|61827767|61840294|61840376"	"ENSG00000151150.21_3"	"ANK3"	"chr10"	"-"	"61833629"	"61836212"	"61827692"	"61827767"	"61840294"	"61840376"	"0.000785070972778217"	"0.0470381007004477"
"263897|ENSG00000108509.20_2|CAMTA2|chr17|-|4872794|4872815|4872444|4872632|4872924|4872996"	"ENSG00000108509.20_2"	"CAMTA2"	"chr17"	"-"	"4872794"	"4872815"	"4872444"	"4872632"	"4872924"	"4872996"	"0.000793468823445368"	"0.0472756704024852"
"279363|ENSG00000122490.18_2|PQLC1|chr18|-|77690227|77690311|77679183|77679400|77703328|77703462"	"ENSG00000122490.18_2"	"PQLC1"	"chr18"	"-"	"77690227"	"77690311"	"77679183"	"77679400"	"77703328"	"77703462"	"0.000803116104481997"	"0.0473437750109145"
"286086|ENSG00000142949.16_2|PTPRF|chr1|+|44078438|44078471|44075053|44075169|44079288|44079386"	"ENSG00000142949.16_2"	"PTPRF"	"chr1"	"+"	"44078438"	"44078471"	"44075053"	"44075169"	"44079288"	"44079386"	"0.000809251310557355"	"0.0473437750109145"
"282872|ENSG00000197713.14_3|RPE|chr2|+|210874380|210874460|210868161|210868192|210880696|210880836"	"ENSG00000197713.14_3"	"RPE"	"chr2"	"+"	"210874380"	"210874460"	"210868161"	"210868192"	"210880696"	"210880836"	"0.000810356221229416"	"0.0473437750109145"
"336117|ENSG00000115255.10_3|REEP6|chr19|+|1496589|1496670|1496283|1496452|1497172|1497321"	"ENSG00000115255.10_3"	"REEP6"	"chr19"	"+"	"1496589"	"1496670"	"1496283"	"1496452"	"1497172"	"1497321"	"0.000812368572620474"	"0.0473437750109145"
"134229|ENSG00000155256.17_3|ZFYVE27|chr10|+|99512613|99512634|99511132|99511219|99512794|99512939"	"ENSG00000155256.17_3"	"ZFYVE27"	"chr10"	"+"	"99512613"	"99512634"	"99511132"	"99511219"	"99512794"	"99512939"	"0.00082833652013622"	"0.0480120053655043"
"154332|ENSG00000198887.8_3|SMC5|chr9|+|72961520|72961565|72959059|72959185|72961981|72962077"	"ENSG00000198887.8_3"	"SMC5"	"chr9"	"+"	"72961520"	"72961565"	"72959059"	"72959185"	"72961981"	"72962077"	"0.000846704502932099"	"0.0484644282110042"
"297908|ENSG00000091129.19_3|NRCAM|chr7|-|107831697|107831727|107830088|107830190|107832172|107832297"	"ENSG00000091129.19_3"	"NRCAM"	"chr7"	"-"	"107831697"	"107831727"	"107830088"	"107830190"	"107832172"	"107832297"	"0.000855075815869095"	"0.0484644282110042"
"335668|ENSG00000137841.11_3|PLCB2|chr15|-|40582225|40582283|40581266|40581559|40582777|40582873"	"ENSG00000137841.11_3"	"PLCB2"	"chr15"	"-"	"40582225"	"40582283"	"40581266"	"40581559"	"40582777"	"40582873"	"0.000857085375687404"	"0.0484644282110042"
"115796|ENSG00000145362.17_3|ANK2|chr4|+|114253127|114253226|114251401|114251626|114254209|114254364"	"ENSG00000145362.17_3"	"ANK2"	"chr4"	"+"	"114253127"	"114253226"	"114251401"	"114251626"	"114254209"	"114254364"	"0.000857135945118025"	"0.0484644282110042"
"372910|ENSG00000143537.13_3|ADAM15|chr1|+|155034051|155034122|155033893|155033965|155034720|155034845"	"ENSG00000143537.13_3"	"ADAM15"	"chr1"	"+"	"155034051"	"155034122"	"155033893"	"155033965"	"155034720"	"155034845"	"0.000863942186742432"	"0.0484644282110042"
"360654|ENSG00000275066.4_3|SYNRG|chr17|-|35937477|35937711|35936438|35936516|35944755|35944867"	"ENSG00000275066.4_3"	"SYNRG"	"chr17"	"-"	"35937477"	"35937711"	"35936438"	"35936516"	"35944755"	"35944867"	"0.000876061557239718"	"0.0484644282110042"
