pAGE	pGENDER	pBR
44324|ENSG00000170088.13_2|TMEM192|chr4|-|166032800|166032831|166024101|166024248|166033898|166034006	0.400431478924606	0.687769436575841	0.0263024786038278
44331|ENSG00000140521.12_3|POLG|chr15|-|89861169|89861268|89860606|89860767|89861771|89861980	0.810779809052645	0.785056475121191	1.03622119083105e-30
44501|ENSG00000140521.12_3|POLG|chr15|-|89875448|89875605|89873311|89873507|89876326|89877144	0.00162532933890169	0.331395090937076	6.65630196056872e-13
44610|ENSG00000118894.14_2|EEF2KMT|chr16|-|5141794|5141896|5140084|5140566|5143484|5143565	0.82214791646651	0.379321162020728	0.15028746283676
44727|ENSG00000196652.11_2|ZKSCAN5|chr7|+|99117449|99117532|99110075|99110214|99123435|99124041	0.15363580443285	0.847595749555646	0.460806095265378
44728|ENSG00000196652.11_2|ZKSCAN5|chr7|+|99117791|99117927|99117449|99117532|99123435|99124041	0.539253525421883	0.763136109336409	1.36849864097538e-12
44733|ENSG00000130517.13_3|PGPEP1|chr19|+|18453668|18453721|18451396|18451525|18466704|18466821	0.0992189822105621	0.544444056419045	0.103826849059727
44740|ENSG00000130517.13_3|PGPEP1|chr19|+|18468192|18468425|18466704|18466821|18474200|18474808	0.0171766316073869	0.966692885287555	0.00232989502164209
44805|ENSG00000163719.19_3|MTMR14|chr3|+|9710402|9710478|9703950|9704059|9712731|9712854	0.396819473056077	0.660260673711111	2.00616157323103e-18
44809|ENSG00000163719.19_3|MTMR14|chr3|+|9711115|9711176|9703950|9704059|9712731|9712854	0.259238294258181	0.735088235186699	1.6938176254882e-16
44840|ENSG00000163719.19_3|MTMR14|chr3|+|9719000|9719071|9714368|9714442|9724861|9724901	0.294959864937955	0.0242719093444391	1.123322679907e-75
44843|ENSG00000163719.19_3|MTMR14|chr3|+|9719667|9719742|9714368|9714442|9724861|9724901	0.337088904979416	0.0203716064288033	3.34913673394851e-80
44845|ENSG00000163719.19_3|MTMR14|chr3|+|9719667|9719742|9719000|9719071|9724861|9724901	0.267488160720331	0.947599045375587	7.22654573675212e-26
44860|ENSG00000163719.19_3|MTMR14|chr3|+|9731647|9731827|9730627|9730766|9739394|9739550	0.257111680591532	0.802465734074591	1.75416012916112e-37
44861|ENSG00000163719.19_3|MTMR14|chr3|+|9731647|9731827|9730627|9730766|9743473|9744077	0.0430660579254649	0.911135225089488	7.256917128306e-06
44863|ENSG00000163719.19_3|MTMR14|chr3|+|9739394|9739550|9730627|9730766|9743473|9743900	0.000536329812552892	0.571317562467108	0.015731307064256
44864|ENSG00000163719.19_3|MTMR14|chr3|+|9739394|9739550|9731647|9731827|9743473|9743900	0.207716711140559	0.384646198005643	9.22875101084881e-07
44922|ENSG00000171824.13_2|EXOSC10|chr1|-|11137386|11137500|11136898|11137005|11137657|11137708	0.334682726283107	0.397043803534852	6.33584923867732e-106
44923|ENSG00000171824.13_2|EXOSC10|chr1|-|11137421|11137500|11136898|11137005|11137657|11137708	0.203762045307804	0.340925290454325	2.99115978011609e-118
45134|ENSG00000254901.7_3|BORCS8|chr19|-|19296842|19296907|19292690|19293492|19302889|19303221	0.0307182344856494	0.856015653720053	8.93690395234054e-40
45136|ENSG00000254901.7_3|BORCS8|chr19|-|19297701|19297814|19292690|19293492|19302889|19303221	0.0226035219831517	0.734943514792847	1.2790113071686e-30
45144|ENSG00000176393.10_3|RNPEP|chr1|+|201958510|201958659|201958031|201958172|201965274|201965391	0.60161477787971	0.134976653623779	1.45197889717756e-33
45230|ENSG00000171055.14_2|FEZ2|chr2|-|36785580|36785656|36782825|36782891|36805739|36805975	0.858414496744526	0.42744030608935	2.16563368346419e-13
45234|ENSG00000171055.14_2|FEZ2|chr2|-|36787927|36788008|36782825|36782891|36805739|36806008	0.365267218018368	0.354734772543971	1.0655167254626e-29
45237|ENSG00000171055.14_2|FEZ2|chr2|-|36787927|36788008|36785580|36785656|36805739|36806008	0.0239916722553361	0.436075997716595	8.09971930222625e-182
45282|ENSG00000103111.14_3|MON1B|chr16|+|77227333|77227674|77225372|77225530|77228231|77228452	0.692096557905824	0.15687701888867	0.00254030216482951
45310|ENSG00000101489.19_3|CELF4|chr18|-|34839083|34839227|34833817|34833901|34844636|34844720	0.171083625671936	0.739491010438101	0.00455455532162614
45316|ENSG00000101489.19_3|CELF4|chr18|-|34839143|34839227|34833729|34833901|34844636|34844720	0.263703694689347	0.535225275663285	0.000441975241492225
45381|ENSG00000105559.11_2|PLEKHA4|chr19|-|49342461|49342520|49341273|49341386|49344405|49344567	0.776681033174758	0.129036293784951	3.21892359759401e-05
45425|ENSG00000105559.11_2|PLEKHA4|chr19|-|49360678|49360753|49357473|49357521|49362116|49362396	0.534244904715723	0.237191209835004	4.75402078513784e-12
45497|ENSG00000034053.14_3|APBA2|chr15|+|29386480|29386516|29385277|29385423|29390692|29390779	0.00485145291030279	0.564810125747756	0
45576|ENSG00000125966.9_2|MMP24|chr20|+|33851593|33851755|33842252|33842557|33855007|33855222	0.366672796011534	0.0778406943263508	5.82158801710104e-26
45664|ENSG00000140538.16_3|NTRK3|chr15|-|88524456|88524591|88520594|88522694|88576087|88576276	0.374483820264987	0.0615761114304724	1.50814983416772e-05
45672|ENSG00000140538.16_3|NTRK3|chr15|-|88671941|88671965|88670392|88670457|88678331|88678628	0.814314095347394	0.183453696326274	0.009300575293244
45768|ENSG00000133612.18_2|AGAP3|chr7|+|150817073|150817232|150815380|150815719|150819811|150820722	0.0735319283112458	0.888566448493668	2.25657219130081e-144
45770|ENSG00000133612.18_2|AGAP3|chr7|+|150817606|150817654|150817073|150817232|150819811|150819880	0.653262623655272	0.153166333792957	4.37371054610696e-143
45771|ENSG00000133612.18_2|AGAP3|chr7|+|150817606|150817832|150817073|150817232|150819811|150819965	0.820479872425119	0.0365043189913945	4.31895062657155e-254
45772|ENSG00000133612.18_2|AGAP3|chr7|+|150817606|150817832|150817073|150817232|150820880|150820937	0.712410169265761	0.392461551558244	9.16852922366615e-127
45787|ENSG00000133612.18_2|AGAP3|chr7|+|150835229|150835400|150831486|150831655|150837065|150837203	0.00825006142536382	0.11524605704469	1.77799457898981e-24
45788|ENSG00000133612.18_2|AGAP3|chr7|+|150835229|150835400|150831486|150831655|150838984|150839139	0.0564469287944557	0.331778199718345	3.94834087423826e-59
45792|ENSG00000133612.18_2|AGAP3|chr7|+|150837065|150837203|150831511|150831655|150838984|150839139	0.112292708731627	0.387802372526072	6.92600465607973e-43
45812|ENSG00000052795.12_3|FNIP2|chr4|+|159754952|159755042|159754679|159754780|159756556|159756628	0.264588730279211	0.0604324952861182	0.000250464938814094
45871|ENSG00000148219.16_3|ASTN2|chr9|-|119903604|119903757|119858322|119858430|119976636|119976832	0.385844276227123	0.593729951342054	5.24083573325335e-09
45963|ENSG00000110921.13_3|MVK|chr12|+|110016969|110017087|110013802|110013950|110017606|110017751	0.0228713710832996	0.879679341564194	1.82088388786292e-34
45966|ENSG00000110921.13_3|MVK|chr12|+|110017606|110017751|110013802|110013950|110023826|110023930	0.669462107080327	0.271113267492507	3.51630234138565e-06
45967|ENSG00000110921.13_3|MVK|chr12|+|110019199|110019355|110013802|110013950|110023826|110023901	0.737908907064265	0.287063000006385	8.06900105879589e-09
45985|ENSG00000110921.13_3|MVK|chr12|+|110028487|110028666|110024558|110024604|110029045|110029162	0.000142507361069418	0.503037156585322	1.43948776605315e-118
45992|ENSG00000110921.13_3|MVK|chr12|+|110028575|110028666|110024558|110024604|110029045|110029162	0.000478567034511864	0.670647714895193	6.82744570290428e-134
46006|ENSG00000198780.11_2|FAM169A|chr5|-|74130250|74130422|74109664|74109844|74134789|74134875	0.00168351082961333	0.895118140236596	2.2523981352699e-09
46143|ENSG00000175220.11_3|ARHGAP1|chr11|-|46703600|46703732|46702842|46702929|46709722|46709810	0.191470709067649	0.98100419915843	6.86808085139709e-10
46282|ENSG00000186642.15_3|PDE2A|chr11|-|72342121|72342183|72319705|72319795|72353297|72353370	0.449936776776707	0.791013901717459	1.09935919860957e-51
46291|ENSG00000158411.11_3|MITD1|chr2|-|99787805|99787892|99786997|99787115|99787972|99788109	0.218409993178912	0.605711190708969	3.12838751046922e-24
46306|ENSG00000158411.11_3|MITD1|chr2|-|99789876|99789965|99787972|99788109|99790377|99790479	0.707088803734687	0.735000154255327	3.04896495309253e-36
46433|ENSG00000156381.8_3|ANKRD9|chr14|-|102974977|102975183|102974811|102974886|102975865|102976128	0.160873436512515	0.781144923023307	2.73665029468003e-13
46434|ENSG00000181396.12_3|OGFOD3|chr17|-|80352206|80352419|80349885|80350410|80356071|80356195	0.743056610174478	0.710109965707677	8.07586091161539e-91
46576|ENSG00000155367.15_3|PPM1J|chr1|-|113253629|113253693|113253365|113253473|113253887|113254006	0.441232388438179	0.483164914856537	1.3092479810267e-215
46672|ENSG00000007376.7_2|RPUSD1|chr16|-|837067|837179|836826|836928|837353|837477	0.0991386676735331	0.857994152652002	1.26386354791414e-15
46676|ENSG00000007376.7_2|RPUSD1|chr16|-|837076|837179|836193|836928|837353|837469	0.133780808919276	0.940185679254247	1.16090702830787e-14
46685|ENSG00000007376.7_2|RPUSD1|chr16|-|837555|837645|837353|837477|838255|838334	0.536943635294164	0.446369802562582	2.32259931223904e-08
46687|ENSG00000007376.7_2|RPUSD1|chr16|-|837555|837744|837343|837477|838255|838329	0.517291543009999	0.42451426578244	3.56223413464599e-08
46701|ENSG00000186951.16_3|PPARA|chr22|+|46615708|46615911|46614159|46614298|46627688|46628136	0.867403141471799	0.599052118195068	0.357858364819407
46707|ENSG00000118292.8_2|C1orf54|chr1|+|150246489|150246573|150245101|150245266|150248149|150248208	0.81126163871113	0.502374154527592	7.1111645613773e-05
46716|ENSG00000118292.8_2|C1orf54|chr1|+|150252053|150252152|150248929|150249040|150253245|150253327	0.62268884317708	0.584414172516795	2.47270149810322e-05
46754|ENSG00000049883.14_3|PTCD2|chr5|+|71622438|71622568|71617998|71618091|71627084|71627202	0.00373967492473075	0.697720088767297	0.000231882401440352
46767|ENSG00000049883.14_3|PTCD2|chr5|+|71630844|71630923|71627084|71627202|71631620|71631712	0.71742885583206	0.158501201719364	0.000416399730578508
46949|ENSG00000166199.12_3|ALKBH3|chr11|+|43913590|43913679|43911274|43911378|43923065|43923264	0.414496184253079	0.302689836695095	3.63509496515494e-36
46950|ENSG00000166199.12_3|ALKBH3|chr11|+|43913590|43913679|43911274|43911378|43940587|43940592	0.976931795229082	0.884860109222414	0.117092373791436
46954|ENSG00000166199.12_3|ALKBH3|chr11|+|43923065|43923275|43911311|43911378|43940587|43940592	0.451119281365719	0.649040334435339	1.21419053498807e-08
46990|ENSG00000090975.12_3|PITPNM2|chr12|-|123474333|123474495|123473270|123473419|123475091|123475256	0.178860498870899	0.188005337781256	9.02048430966733e-83
46991|ENSG00000090975.12_3|PITPNM2|chr12|-|123476301|123476445|123475091|123475256|123477045|123477216	0.211704689315487	0.88297130609717	1.67350175535652e-67
47171|ENSG00000136699.19_3|SMPD4|chr2|-|130917085|130917207|130914823|130914969|130918758|130918845	0.0211022010921357	0.347499967583024	1.17149998038185e-19
47175|ENSG00000136699.19_3|SMPD4|chr2|-|130918758|130918845|130914823|130914969|130921946|130922018	0.332373496545305	0.0636701521229771	1.91031633379229e-73
47310|ENSG00000159322.17_2|ADPGK|chr15|-|73048591|73048788|73047896|73047995|73052747|73052868	0.112584201450151	0.676784345432305	4.33307435566816e-34
47340|ENSG00000159322.17_2|ADPGK|chr15|-|73064123|73064186|73052589|73052868|73075799|73075964	0.432597089330669	0.404318200716849	0.00013926887690526
47508|ENSG00000107902.13_2|LHPP|chr10|+|126205748|126205840|126186604|126186697|126301832|126302710	0.632367169803822	0.70125681813097	8.08915889175187e-23
47538|ENSG00000131725.13_3|WDR44|chrX|+|117512381|117512415|117480035|117480543|117521302|117521377	0.425091805110513	0.793028529952173	0.00812769542677414
47679|ENSG00000043462.11_2|LCP2|chr5|-|169693811|169693895|169689970|169689996|169694012|169694079	0.382497040408801	0.0388949151680014	1.2159077698619e-77
48107|ENSG00000168488.18_3|ATXN2L|chr16|+|28847646|28847811|28847253|28847497|28848048|28848558	0.792990000979218	0.386525277662228	0.0979012397414555
48160|ENSG00000107036.11_2|RIC1|chr9|+|5753535|5753646|5753199|5753238|5754840|5754930	0.127936106959251	0.356776854982852	0.00255505576763666
48294|ENSG00000241945.7_2|PWP2|chr21|+|45547455|45547574|45546780|45546846|45547812|45548031	0.571578438258755	0.320971374226665	1.32802761422481e-08
48434|ENSG00000137494.13_3|ANKRD42|chr11|+|82951800|82951976|82947445|82947551|82958984|82960013	0.395600308261243	0.133021674108935	3.41211293816991e-12
48437|ENSG00000137494.13_3|ANKRD42|chr11|+|82956539|82956666|82947445|82947551|82958984|82959129	0.276855555952545	0.104882751076621	1.72009167504326e-13
48625|ENSG00000144504.15_3|ANKMY1|chr2|-|241421599|241421678|241420353|241420514|241439374|241439540	0.779789800605417	0.962162984549417	2.01273427495165e-38
48636|ENSG00000144504.15_3|ANKMY1|chr2|-|241451277|241451418|241448764|241448872|241452218|241452359	0.724090218246436	0.345132867819345	0.0041257089162096
48651|ENSG00000144504.15_3|ANKMY1|chr2|-|241465645|241465862|241465101|241465266|241468453|241468926	0.0017987446720802	0.924041152399853	2.12507966671767e-06
48654|ENSG00000144504.15_3|ANKMY1|chr2|-|241468453|241468926|241465101|241465266|241492330|241492474	0.645082717666271	0.744218571180483	1.18997173829215e-19
48706|ENSG00000100225.17_2|FBXO7|chr22|+|32874967|32875262|32870662|32871111|32879883|32879970	0.744491733132094	0.29884044421179	0.000692056186649711
48717|ENSG00000100225.17_2|FBXO7|chr22|+|32875119|32875262|32870784|32871111|32879883|32880111	0.648835228238208	0.277264202875974	0.0329830809174461
48841|ENSG00000101413.11_2|RPRD1B|chr20|+|36676749|36676883|36668836|36668966|36685933|36686046	0.945828574297931	0.855858893557059	1.24748058278272e-13
48912|ENSG00000276649.1_2|RP5-858L17.1|chr20|-|1870172|1870249|1868773|1868955|1871429|1871848	0.0860715189084135	0.416370575806477	0.0365352809547328
48949|ENSG00000187778.13_2|MCRS1|chr12|-|49961429|49961532|49960504|49960624|49961830|49961884	0.128015993604685	0.471106607098317	4.77963083568465e-26
49003|ENSG00000115694.14_2|STK25|chr2|-|242447420|242447550|242440771|242441123|242447857|242447971	0.643128173566	0.674516853575822	2.31952566534396e-14
49006|ENSG00000086289.11_3|EPDR1|chr7|+|37988441|37988650|37960162|37960810|37989801|37990014	0.388579823555743	0.177976026681417	4.29206567380951e-13
49047|ENSG00000134072.10_2|CAMK1|chr3|-|9807442|9807574|9804822|9804897|9809350|9809465	0.696271523968843	0.858307254828703	1.45625027409432e-13
49049|ENSG00000134072.10_2|CAMK1|chr3|-|9807808|9807897|9804822|9804897|9809350|9809465	0.364447366210558	0.993689865827068	1.24539207744937e-32
49051|ENSG00000134072.10_2|CAMK1|chr3|-|9807808|9807897|9807442|9807574|9809350|9809465	0.0739229320963428	0.816206558236946	2.49812438027794e-75
49089|ENSG00000138071.13_3|ACTR2|chr2|+|65469182|65469197|65466985|65467096|65473657|65473873	0.00325592288885409	0.223655563406182	3.64898917122602e-256
49126|ENSG00000120451.10_2|SNX19|chr11|-|130750516|130750701|130749518|130749606|130773149|130773279	0.278114740603057	0.535419072721142	0.388287559321623
49170|ENSG00000100503.23_3|NIN|chr14|-|51197640|51197701|51196240|51196441|51202233|51202335	0.0096559063728964	0.645576782849604	2.55842976840681e-276
49240|ENSG00000163754.17_2|GYG1|chr3|+|148744238|148744289|148727062|148727189|148744546|148745419	0.346564282487328	0.664481030054238	7.23102343432529e-09
49241|ENSG00000163754.17_2|GYG1|chr3|+|148744238|148744289|148741839|148742059|148744546|148745419	0.00138126635305379	0.446454627976482	5.0871333260243e-91
49509|ENSG00000137449.15_2|CPEB2|chr4|+|15009961|15010051|15008928|15009210|15018811|15018902	0.163272895839964	0.850415851289919	3.44158064589298e-08
49518|ENSG00000137449.15_2|CPEB2|chr4|+|15042087|15042111|15034784|15034835|15054037|15054208	0.0157637062355598	0.796766459962356	1.31252894995663e-27
49704|ENSG00000120963.11_3|ZNF706|chr8|-|102214560|102214675|102213834|102213971|102217662|102217960	0.110672635624842	0.126754003404769	3.37733739421283e-210
49707|ENSG00000120963.11_3|ZNF706|chr8|-|102216877|102216921|102214560|102214675|102217662|102217910	0.950184517879041	0.323103399098883	0.000572297497557256
49715|ENSG00000162961.13_3|DPY30|chr2|-|32108454|32108531|32094916|32095021|32117060|32117203	0.597123630495817	0.688565277871006	1.21829883745931e-62
49716|ENSG00000162961.13_3|DPY30|chr2|-|32108454|32108531|32094916|32095021|32142994|32143106	0.271518351676283	0.185309837655522	3.63962103763884e-13
49720|ENSG00000162961.13_3|DPY30|chr2|-|32117060|32117203|32094916|32095021|32142994|32143106	0.349959112615825	0.206378895832209	0.000278129609882907
49741|ENSG00000162961.13_3|DPY30|chr2|-|32157135|32157204|32145866|32145979|32168370|32168452	0.55831458957649	0.474633397852937	3.49938041815744e-13
49747|ENSG00000162961.13_3|DPY30|chr2|-|32248745|32248877|32248490|32248543|32254662|32254805	0.0401474249418961	0.280343492111183	1.01847072820354e-38
49765|ENSG00000101849.15_3|TBL1X|chrX|+|9621584|9621729|9608312|9608400|9622254|9622328	0.644616269269405	0.367077033538152	0.619738402039507
49826|ENSG00000214456.8_3|PLIN5|chr19|-|4531638|4531834|4529289|4529878|4534026|4534107	0.801018943894808	0.789231787748996	0.0168891280247868
49852|ENSG00000114200.9_3|BCHE|chr3|-|165547304|165548829|165503932|165504099|165555101|165555250	0.511877320188517	0.407132917058074	0.0139922004162508
49912|ENSG00000109686.17_3|SH3D19|chr4|-|152065371|152065440|152065061|152065202|152069073|152069338	0.0337145228352056	0.308138711519961	0.0109420757751224
50009|ENSG00000112110.9_2|MRPL18|chr6|+|160211699|160211819|160210917|160211092|160211971|160212158	0.384316385976807	0.477769289815912	0.0346879503547427
50028|ENSG00000107282.7_3|APBA1|chr9|-|72073071|72073104|72071968|72072055|72082738|72082884	0.815212597391388	0.332620463131197	1.65294650476195e-12
50141|ENSG00000147403.16_3|RPL10|chrX|+|153628804|153628967|153628143|153628282|153629042|153629152	0.314154608140992	0.591875935373822	3.05302195135505e-166
50183|ENSG00000242110.7_3|AMACR|chr5|-|34004678|34004839|33998745|33998932|34005860|34006004	0.137454206429478	0.0198109067495337	2.51310878218879e-20
50246|ENSG00000204991.10_3|SPIRE2|chr16|+|89934596|89934624|89930201|89930269|89936457|89936794	0.275978855316844	0.350858036114095	2.80961687800045e-53
50438|ENSG00000116127.17_3|ALMS1|chr2|+|73777393|73777564|73761950|73762076|73784346|73784481	0.780727798514395	0.34165578798328	4.60970635791823e-50
50511|ENSG00000235703.5_3|LINC00894|chrX|+|149116295|149116393|149114075|149115565|149116523|149116612	0.639109938311514	0.686601939117689	1.50255001640918e-47
50587|ENSG00000089177.18_3|KIF16B|chr20|-|16354901|16355054|16352309|16352406|16359449|16360808	0.940169299879299	0.479689247332847	4.9724336462724e-05
50593|ENSG00000089177.18_3|KIF16B|chr20|-|16362742|16362775|16362338|16362392|16385457|16385512	0.275727109511714	0.857182162464278	2.56912342070906e-21
50672|ENSG00000048028.11_3|USP28|chr11|-|113677210|113677306|113675589|113675768|113679019|113679159	0.151840875789441	0.846002323188697	8.02534550786754e-111
50676|ENSG00000048028.11_3|USP28|chr11|-|113678744|113678858|113675649|113675768|113679019|113679159	0.0617685732607619	0.0898593438455787	1.13352691622164e-179
50716|ENSG00000048028.11_3|USP28|chr11|-|113699565|113699642|113697954|113698082|113699918|113700067	0.0880092443109138	0.613928024482017	3.19226495568292e-44
50836|ENSG00000119725.18_3|ZNF410|chr14|+|74358729|74358810|74353563|74353618|74360499|74360635	0.690059959737658	0.174139133435831	1.35231836289354e-10
50926|ENSG00000129518.8_2|EAPP|chr14|-|34998563|34998681|34993902|34994013|35002649|35002745	0.912438463587588	0.948490373873433	3.19922125635371e-13
51027|ENSG00000099204.18_3|ABLIM1|chr10|-|116207638|116207779|116205070|116205162|116211382|116211430	0.0302580905003286	0.170313723718675	2.27856568089721e-273
51028|ENSG00000099204.18_3|ABLIM1|chr10|-|116207638|116207779|116205070|116205162|116225456|116225586	0.001030959954491	0.102947141603031	1.44568969408613e-104
51029|ENSG00000099204.18_3|ABLIM1|chr10|-|116207638|116207785|116205070|116205162|116211382|116211430	0.132232234147405	0.236447871944568	1.14536752170856e-251
51030|ENSG00000099204.18_3|ABLIM1|chr10|-|116207638|116207785|116205070|116205162|116225456|116225586	0.00102086599992565	0.0999752267006551	2.84335606417203e-104
51040|ENSG00000099204.18_3|ABLIM1|chr10|-|116213137|116213242|116211382|116211430|116225456|116225586	0.133897176242317	0.780822550036551	1.61933925171767e-236
51128|ENSG00000162604.12_3|TM2D1|chr1|-|62152463|62152567|62149168|62149218|62160368|62160442	0.105425941732107	0.8613525474671	0.0245057361959317
51129|ENSG00000162604.12_3|TM2D1|chr1|-|62152463|62152593|62149123|62149218|62160368|62160442	0.419256475907969	0.974963424432077	0.000210096899095737
51160|ENSG00000162604.12_3|TM2D1|chr1|-|62189384|62189444|62175000|62175109|62190573|62190816	0.145009974008809	0.0546977733788138	1.11204873547119e-47
51290|ENSG00000001460.17_2|STPG1|chr1|-|24718050|24718169|24710356|24710493|24727808|24727821	0.296376655778097	0.705435496402332	3.41281680724074e-45
51295|ENSG00000165156.14_3|ZHX1|chr8|-|124265561|124268411|124260690|124262560|124279512|124279626	0.384677176898091	0.89427113926683	7.13140042973912e-59
51322|ENSG00000164038.14_3|SLC9B2|chr4|-|103949903|103950040|103946646|103947748|103952856|103952965	0.150781029955638	0.196663629634549	4.38871389712321e-13
51339|ENSG00000164038.14_3|SLC9B2|chr4|-|103978957|103979128|103971396|103971539|103987483|103987664	0.550704001085167	0.289692167337923	6.86962918064417e-35
51355|ENSG00000196369.6|SRGAP2B|chr1|+|144013900|144014093|143915699|143916308|144094361|144094424	0.611964328065937	0.877475202184897	1.06644708291006e-131
51356|ENSG00000196369.6|SRGAP2B|chr1|+|144053505|144053668|143915699|143916308|144094361|144094424	0.68163227494759	0.929843159861535	1.60824408056533e-131
51370|ENSG00000015475.18_2|BID|chr22|-|18226568|18226779|18222114|18222254|18257146|18257261	0.94831901034124	0.111261056355071	4.39341342158832e-06
51375|ENSG00000015475.18_2|BID|chr22|-|18232870|18232940|18222114|18222254|18256375|18256782	0.122018376543572	0.0324532823773899	3.0178590604678e-14
51376|ENSG00000015475.18_2|BID|chr22|-|18232870|18232940|18222114|18222254|18257146|18257178	0.832249268010775	0.0469404603408458	2.95783022873122e-10
51379|ENSG00000015475.18_2|BID|chr22|-|18232870|18232940|18226568|18226779|18257146|18257178	0.600319254332378	0.158253927294518	0.00191943433652861
51397|ENSG00000011243.17_3|AKAP8L|chr19|-|15509440|15509514|15508524|15508666|15510112|15510221	0.239082458947569	0.940602322505325	3.47697393640193e-149
51400|ENSG00000011243.17_3|AKAP8L|chr19|-|15509440|15509577|15508524|15508666|15510112|15510221	0.247101440314816	0.939917741192033	1.33724907963991e-187
51537|ENSG00000122085.16_3|MTERF4|chr2|-|242033691|242033844|242029394|242029459|242041667|242041747	0.848885062063903	0.0364720871420884	7.11786034080118e-17
51544|ENSG00000122085.16_3|MTERF4|chr2|-|242034544|242035853|242033691|242033847|242036657|242036842	0.994979129431762	0.288347591695928	1.13311802425329e-144
51547|ENSG00000122085.16_3|MTERF4|chr2|-|242035807|242035853|242029420|242029459|242036657|242036842	0.738053887292646	0.553857784050415	8.36744843551279e-11
51549|ENSG00000122085.16_3|MTERF4|chr2|-|242035807|242035853|242033691|242033847|242036657|242036842	0.988276653593709	0.117426396560026	1.22393401763466e-123
51554|ENSG00000122085.16_3|MTERF4|chr2|-|242036657|242036842|242029394|242029459|242041667|242041714	0.831972559879172	0.0122436191023121	0.0055133212028295
51557|ENSG00000122085.16_3|MTERF4|chr2|-|242036657|242036842|242033691|242033847|242041667|242041714	0.119752562912496	0.426913582683628	6.40284751280246e-11
51562|ENSG00000122085.16_3|MTERF4|chr2|-|242038810|242039309|242029394|242029459|242041667|242041702	0.934568134778469	0.0153856892507762	3.35484724560455e-12
51564|ENSG00000122085.16_3|MTERF4|chr2|-|242038810|242039309|242033820|242033847|242041667|242041702	0.192422241237082	0.505934634377887	2.86021963962825e-51
51566|ENSG00000122085.16_3|MTERF4|chr2|-|242038810|242039309|242036601|242036842|242041667|242041702	0.875350676277823	0.349575015166895	9.27083732900863e-82
51629|ENSG00000099282.9_3|TSPAN15|chr10|+|71243446|71243632|71211228|71211446|71255349|71255445	0.680345168141864	0.724921167870002	1.45096289400231e-33
51654|ENSG00000174099.10_3|MSRB3|chr12|+|65702308|65702435|65672422|65672645|65720605|65720714	0.928351791775231	0.382920681128342	1.15781209451231e-16
51735|ENSG00000119630.13_2|PGF|chr14|-|75412915|75412978|75408536|75409436|75413081|75413111	0.39243438788498	0.444810945916546	0.473743537091209
51743|ENSG00000188803.14_3|SHISA6|chr17|+|11282730|11282826|11166682|11166843|11459056|11459209	0.0498867415054604	0.183979579985001	1.07331472448441e-56
51835|ENSG00000254959.6_3|INMT-MINDY4|chr7|+|30921795|30921976|30915109|30915271|30922535|30922608	0.569536891033853	0.839818528666184	3.7506337822659e-12
51891|ENSG00000060069.16_2|CTDP1|chr18|+|77488906|77489069|77477809|77478016|77496354|77496521	0.526365428259534	0.438142174171374	6.01990630375707e-12
52005|ENSG00000160404.17_2|TOR2A|chr9|-|130494842|130494970|130493802|130494557|130495663|130495839	0.193657729235259	0.6457648018989	7.47254154392055e-06
52013|ENSG00000160404.17_2|TOR2A|chr9|-|130496577|130496843|130493803|130495839|130497398|130497571	0.0363714033967855	0.190812202477928	0.109771642815064
52058|ENSG00000153982.10_3|GDPD1|chr17|+|57334482|57334601|57326100|57326146|57344401|57344535	0.29535721370705	0.000243449826784094	1.20425083980068e-20
52061|ENSG00000153982.10_3|GDPD1|chr17|+|57335111|57335201|57326100|57326146|57344401|57344535	0.222062461798647	0.000982324063194768	3.17352973348208e-20
52145|ENSG00000132275.10_2|RRP8|chr11|-|6622155|6622285|6621898|6622005|6624633|6624850	0.181419814431735	0.767721968194717	6.27775681405316e-08
52148|ENSG00000132275.10_2|RRP8|chr11|-|6622155|6622832|6621898|6622005|6624633|6624834	0.18692484854662	0.770395744923279	6.83203128631604e-08
52243|ENSG00000143569.18_3|UBAP2L|chr1|+|154241837|154241888|154241232|154241430|154242675|154243040	0.0518858607994794	0.977321926111028	2.22475399339688e-48
52244|ENSG00000143569.18_3|UBAP2L|chr1|+|154241837|154241888|154241232|154241430|154243356|154243649	0.00512450697710589	0.918579023683991	8.78224149817399e-15
52316|ENSG00000131373.14_2|HACL1|chr3|-|15616483|15616589|15614665|15614749|15621416|15621552	0.0434910815994863	0.0964302159481544	1.2041499373665e-47
52361|ENSG00000131373.14_2|HACL1|chr3|-|15626754|15626849|15624383|15624496|15628031|15628109	0.786058571236905	0.508817400178233	1.5264410442962e-12
52362|ENSG00000131373.14_2|HACL1|chr3|-|15626754|15626849|15624383|15624496|15631046|15631119	0.336601497769078	0.0616402655334054	3.7508830983401e-10
52371|ENSG00000131373.14_2|HACL1|chr3|-|15628031|15628109|15624383|15624496|15631046|15631119	0.860398196234248	0.177197390104311	6.68542728576556e-09
52388|ENSG00000131373.14_2|HACL1|chr3|-|15631046|15631119|15624383|15624496|15633106|15633187	0.668597338976318	0.938244695458694	0.391515684527312
52403|ENSG00000131373.14_2|HACL1|chr3|-|15633106|15633187|15631046|15631119|15637890|15637931	0.295312630634024	0.41040007691887	1.15403390891448e-30
52441|ENSG00000237943.6_2|PRKCQ-AS1|chr10|+|6624099|6624163|6622386|6622889|6625637|6625990	0.106508648906947	0.673355493764245	0.170761928414985
